"Relative Time (Process)","2025-05-04_14-01-34_PID11729 - _step","2025-05-04_14-01-34_PID11729 - _step__MIN","2025-05-04_14-01-34_PID11729 - _step__MAX","2025-05-04_14-01-34_PID11729 - cost_of_path","2025-05-04_14-01-34_PID11729 - cost_of_path__MIN","2025-05-04_14-01-34_PID11729 - cost_of_path__MAX"
"89.304266002","1692","1692","1692","4.09","4.09","4.09"
