"Relative Time (Process)","DQN_4seq_9 - _step","DQN_4seq_9 - _step__MIN","DQN_4seq_9 - _step__MAX","DQN_4seq_9 - env_steps_inside_sim","DQN_4seq_9 - env_steps_inside_sim__MIN","DQN_4seq_9 - env_steps_inside_sim__MAX"
"31.683637866","17","17","17","3","3","3"
"31.736125052","22","22","22","4","4","4"
"31.776954588","27","27","27","5","5","5"
"31.990021579","52","52","52","10","10","10"
"33.987717211","61","61","61","11","11","11"
"34.030397867","66","66","66","12","12","12"
"34.074780993","71","71","71","13","13","13"
"34.118872855","76","76","76","14","14","14"
"34.291689047","96","96","96","18","18","18"
"34.339270139","101","101","101","19","19","19"
"34.383523669","106","106","106","20","20","20"
"34.432697732","111","111","111","21","21","21"
"34.484186496","116","116","116","22","22","22"
"36.125536203","125","125","125","23","23","23"
"36.246776151","140","140","140","26","26","26"
"36.289961001","145","145","145","27","27","27"
"36.337342397","150","150","150","28","28","28"
"36.377311751","155","155","155","29","29","29"
"36.416984164","160","160","160","30","30","30"
"36.455996567","165","165","165","31","31","31"
"36.495109689","170","170","170","32","32","32"
"36.540271722","175","175","175","33","33","33"
"36.581872691","180","180","180","34","34","34"
"38.254720739","194","194","194","36","36","36"
"38.372937938","209","209","209","39","39","39"
"38.416890094","214","214","214","40","40","40"
"38.454940837","219","219","219","41","41","41"
"38.493113388","224","224","224","42","42","42"
"38.532272129","229","229","229","43","43","43"
"38.573979627","234","234","234","44","44","44"
"38.617298131","239","239","239","45","45","45"
"41.865494891","270","270","270","49","49","49"
"41.951053259","280","280","280","51","51","51"
"42.052359404","285","285","285","52","52","52"
"42.093752263","290","290","290","53","53","53"
"42.131469739","295","295","295","54","54","54"
"42.221258451","305","305","305","56","56","56"
"43.872109224","314","314","314","57","57","57"
"43.951942456","324","324","324","59","59","59"
"44.03119378","334","334","334","61","61","61"
"44.115973579","344","344","344","63","63","63"
"44.15392376","349","349","349","64","64","64"
"44.19240865","354","354","354","65","65","65"
"44.230808473","359","359","359","66","66","66"
"44.275728075","364","364","364","67","67","67"
"44.31782364","369","369","369","68","68","68"
"46.058179378","378","378","378","69","69","69"
"46.10246136","383","383","383","70","70","70"
"46.187269827","393","393","393","72","72","72"
"46.21170211","398","398","398","73","73","73"
"46.260226206","403","403","403","74","74","74"
"46.299214275","408","408","408","75","75","75"
"46.451349266","428","428","428","79","79","79"
"46.488588115","433","433","433","80","80","80"
"48.116524628","442","442","442","81","81","81"
"48.15759249","447","447","447","82","82","82"
"48.280664837","462","462","462","85","85","85"
"48.329920998","467","467","467","86","86","86"
"48.415047","477","477","477","88","88","88"
"48.453881767","482","482","482","89","89","89"
"48.493883078","487","487","487","90","90","90"
"51.603347011","513","513","513","93","93","93"
"51.644410142","518","518","518","94","94","94"
"51.684043748","523","523","523","95","95","95"
"51.724274987","528","528","528","96","96","96"
"51.770040756","533","533","533","97","97","97"
"51.816939977","538","538","538","98","98","98"
"51.896549383","548","548","548","100","100","100"
"51.936959541","553","553","553","101","101","101"
"53.520608125","567","567","567","103","103","103"
"53.558858651","572","572","572","104","104","104"
"53.636509558","582","582","582","106","106","106"
"53.683738511","587","587","587","107","107","107"
"53.771376831","592","592","592","108","108","108"
"53.810294358","597","597","597","109","109","109"
"53.933242289","612","612","612","112","112","112"
"55.650466366","626","626","626","114","114","114"
"55.728329093","631","631","631","115","115","115"
"55.765784069","636","636","636","116","116","116"
"55.847912197","646","646","646","118","118","118"
"55.925561518","656","656","656","120","120","120"
"55.966115238","661","661","661","121","121","121"
"56.070846047","666","666","666","122","122","122"
"56.112383057","671","671","671","123","123","123"
"57.724025855","685","685","685","125","125","125"
"57.797107629","695","695","695","127","127","127"
"57.833592871","700","700","700","128","128","128"
"57.870529319","705","705","705","129","129","129"
"57.912171397","710","710","710","130","130","130"
"57.948643596","715","715","715","131","131","131"
"58.02009004","725","725","725","133","133","133"
"58.056432954","730","730","730","134","134","134"
"58.132418112","740","740","740","136","136","136"
"61.064631228","755","755","755","137","137","137"
"61.101654218","760","760","760","138","138","138"
"61.155638025","765","765","765","139","139","139"
"61.217212431","770","770","770","140","140","140"
"61.217254591","775","775","775","141","141","141"
"61.277439886","780","780","780","142","142","142"
"61.301524144","785","785","785","143","143","143"
"61.37975241","795","795","795","145","145","145"
"63.117156099","808","808","808","147","147","147"
"63.157745206","813","813","813","148","148","148"
"63.199611325","818","818","818","149","149","149"
"63.283537818","828","828","828","151","151","151"
"63.325766967","833","833","833","152","152","152"
"63.407891659","843","843","843","154","154","154"
"65.097313449","862","862","862","157","157","157"
"65.136322636","867","867","867","158","158","158"
"65.213602051","877","877","877","160","160","160"
"65.253653758","882","882","882","161","161","161"
"65.299323356","887","887","887","162","162","162"
"65.338469976","892","892","892","163","163","163"
"65.415195484","902","902","902","165","165","165"
"65.498762809","912","912","912","167","167","167"
"67.087351269","921","921","921","168","168","168"
"67.125403362","926","926","926","169","169","169"
"67.203029695","936","936","936","171","171","171"
"67.243113641","941","941","941","172","172","172"
"67.294248658","946","946","946","173","173","173"
"67.334257305","951","951","951","174","174","174"
"67.372266096","956","956","956","175","175","175"
"67.410931844","961","961","961","176","176","176"
"67.450522926","966","966","966","177","177","177"
"70.507988631","986","986","986","179","179","179"
"70.638936933","1001","1001","1001","182","182","182"
"70.811200868","1021","1021","1021","186","186","186"
"70.852683589","1026","1026","1026","187","187","187"
"72.536080604","1040","1040","1040","189","189","189"
"72.574639486","1045","1045","1045","190","190","190"
"72.613304835","1050","1050","1050","191","191","191"
"72.650790753","1055","1055","1055","192","192","192"
"72.736632409","1065","1065","1065","194","194","194"
"72.777692795","1070","1070","1070","195","195","195"
"72.816518296","1075","1075","1075","196","196","196"
"72.854222387","1080","1080","1080","197","197","197"
"72.898530718","1085","1085","1085","198","198","198"
"74.45292735","1099","1099","1099","200","200","200"
"74.528518481","1109","1109","1109","202","202","202"
"74.565801987","1114","1114","1114","203","203","203"
"74.603433555","1119","1119","1119","204","204","204"
"74.646813044","1124","1124","1124","205","205","205"
"74.685533265","1129","1129","1129","206","206","206"
"74.797594875","1144","1144","1144","209","209","209"
"74.840509284","1149","1149","1149","210","210","210"
"76.443601142","1158","1158","1158","211","211","211"
"76.483713559","1163","1163","1163","212","212","212"
"76.559719055","1173","1173","1173","214","214","214"
"76.599471671","1178","1178","1178","215","215","215"
"76.640238324","1183","1183","1183","216","216","216"
"76.759204441","1198","1198","1198","219","219","219"
"76.838292154","1208","1208","1208","221","221","221"
"80.077304273","1228","1228","1228","223","223","223"
"80.11814353","1233","1233","1233","224","224","224"
"80.15865005","1238","1238","1238","225","225","225"
