"Relative Time (Process)","DQN2 - _step","DQN2 - _step__MIN","DQN2 - _step__MAX","DQN2 - rewards_per_sequence","DQN2 - rewards_per_sequence__MIN","DQN2 - rewards_per_sequence__MAX"
"1583.155223967","37645","37645","37645","-3.91","-3.91","-3.91"
"1593.529966055","37859","37859","37859","-3.91","-3.91","-3.91"
"1603.984994495","38073","38073","38073","-4.59","-4.59","-4.59"
"1614.083972462","38287","38287","38287","-3.91","-3.91","-3.91"
"1624.109036267","38507","38507","38507","-3.91","-3.91","-3.91"
"1634.400028009","38733","38733","38733","-3.91","-3.91","-3.91"
"1644.550774157","38947","38947","38947","-3.91","-3.91","-3.91"
"1654.6551937","39173","39173","39173","-4.58","-4.58","-4.58"
"1664.82837906","39387","39387","39387","-3.91","-3.91","-3.91"
"1674.896340642","39607","39607","39607","-3.91","-3.91","-3.91"
"1685.313643459","39821","39821","39821","-3.91","-3.91","-3.91"
"1695.843965614","40035","40035","40035","-3.91","-3.91","-3.91"
"1706.473698358","40243","40243","40243","-3.91","-3.91","-3.91"
"1716.780384145","40457","40457","40457","-3.91","-3.91","-3.91"
"1727.350309659","40677","40677","40677","-3.91","-3.91","-3.91"
"1737.897647022","40891","40891","40891","-3.91","-3.91","-3.91"
"1748.376968073","41105","41105","41105","-3.91","-3.91","-3.91"
"1758.845951762","41319","41319","41319","-3.91","-3.91","-3.91"
"1769.375610401","41527","41527","41527","-3.91","-3.91","-3.91"
"1779.849934647","41741","41741","41741","-3.91","-3.91","-3.91"
"1790.613377783","41967","41967","41967","-3.91","-3.91","-3.91"
"1801.317111512","42181","42181","42181","-3.91","-3.91","-3.91"
"1812.097994831","42389","42389","42389","-3.91","-3.91","-3.91"
"1822.338015177","42597","42597","42597","-3.91","-3.91","-3.91"
"1832.8065261","42805","42805","42805","-3.91","-3.91","-3.91"
"1843.556229225","43013","43013","43013","-3.91","-3.91","-3.91"
"1854.381334063","43233","43233","43233","-3.91","-3.91","-3.91"
"1864.888557454","43447","43447","43447","-3.91","-3.91","-3.91"
"1875.442018226","43673","43673","43673","-3.91","-3.91","-3.91"
"1885.845977354","43887","43887","43887","-3.91","-3.91","-3.91"
"1896.16012703","44095","44095","44095","-3.91","-3.91","-3.91"
"1906.772650793","44309","44309","44309","-3.91","-3.91","-3.91"
"1917.713063857","44523","44523","44523","-3.91","-3.91","-3.91"
"1928.954172978","44737","44737","44737","-3.91","-3.91","-3.91"
"1939.422504557","44951","44951","44951","-3.91","-3.91","-3.91"
"1950.872771521","45171","45171","45171","-3.91","-3.91","-3.91"
"1961.769342216","45385","45385","45385","-3.91","-3.91","-3.91"
"1972.390502905","45605","45605","45605","-3.91","-3.91","-3.91"
"1983.477508003","45825","45825","45825","-3.91","-3.91","-3.91"
"1994.59567119","46033","46033","46033","-3.91","-3.91","-3.91"
"2005.464694319","46259","46259","46259","-3.91","-3.91","-3.91"
"2016.325888282","46473","46473","46473","-3.91","-3.91","-3.91"
"2027.268050327","46687","46687","46687","-3.91","-3.91","-3.91"
"2038.232551903","46901","46901","46901","-3.91","-3.91","-3.91"
"2049.002875513","47109","47109","47109","-3.91","-3.91","-3.91"
"2060.063455922","47317","47317","47317","-3.91","-3.91","-3.91"
"2071.151675574","47537","47537","47537","-3.91","-3.91","-3.91"
"2081.580547366","47751","47751","47751","-3.91","-3.91","-3.91"
"2093.048674683","47977","47977","47977","-3.91","-3.91","-3.91"
"2104.398064214","48203","48203","48203","-3.91","-3.91","-3.91"
"2115.317886591","48417","48417","48417","-3.91","-3.91","-3.91"
"2126.034291466","48631","48631","48631","-3.91","-3.91","-3.91"
"2137.431100247","48851","48851","48851","-3.91","-3.91","-3.91"
"2148.533134627","49059","49059","49059","-3.91","-3.91","-3.91"
"2159.609968789","49279","49279","49279","-4.59","-4.59","-4.59"
"2170.398571021","49505","49505","49505","-3.91","-3.91","-3.91"
"2181.44879054","49725","49725","49725","-3.91","-3.91","-3.91"
"2192.4675184","49939","49939","49939","-3.91","-3.91","-3.91"
"2203.430545718","50153","50153","50153","-3.91","-3.91","-3.91"
"2214.418022859","50361","50361","50361","-3.91","-3.91","-3.91"
"2225.578192787","50569","50569","50569","-3.91","-3.91","-3.91"
"2236.430394458","50789","50789","50789","-3.91","-3.91","-3.91"
"2247.01161342","51003","51003","51003","-3.91","-3.91","-3.91"
"2257.939059368","51223","51223","51223","-3.91","-3.91","-3.91"
"2268.994132424","51437","51437","51437","-3.91","-3.91","-3.91"
"2279.751733681","51645","51645","51645","-3.91","-3.91","-3.91"
"2290.831376007","51859","51859","51859","-3.91","-3.91","-3.91"
"2301.748403982","52079","52079","52079","-4.58","-4.58","-4.58"
"2313.515666335","52293","52293","52293","-3.91","-3.91","-3.91"
"2324.688048637","52507","52507","52507","-3.91","-3.91","-3.91"
"2335.899313635","52733","52733","52733","-3.91","-3.91","-3.91"
"2347.263518948","52947","52947","52947","-3.91","-3.91","-3.91"
"2359.091662014","53161","53161","53161","-3.91","-3.91","-3.91"
"2370.503654277","53375","53375","53375","-3.91","-3.91","-3.91"
"2381.927520966","53577","53577","53577","-3.91","-3.91","-3.91"
"2393.516466727","53785","53785","53785","-3.91","-3.91","-3.91"
"2405.008010374","53999","53999","53999","-3.91","-3.91","-3.91"
"2416.148537928","54213","54213","54213","-3.91","-3.91","-3.91"
"2427.700374857","54427","54427","54427","-3.91","-3.91","-3.91"
"2439.281441507","54641","54641","54641","-3.91","-3.91","-3.91"
"2450.73365929","54861","54861","54861","-3.91","-3.91","-3.91"
"2462.031452894","55075","55075","55075","-3.91","-3.91","-3.91"
"2473.028294754","55289","55289","55289","-3.91","-3.91","-3.91"
"2484.445716632","55503","55503","55503","-3.91","-3.91","-3.91"
"2495.467538318","55711","55711","55711","-3.91","-3.91","-3.91"
"2506.786287745","55925","55925","55925","-3.91","-3.91","-3.91"
"2517.991216252","56139","56139","56139","-3.91","-3.91","-3.91"
"2529.932616313","56359","56359","56359","-3.91","-3.91","-3.91"
"2541.746334241","56561","56561","56561","-3.91","-3.91","-3.91"
"2554.035298561","56775","56775","56775","-3.91","-3.91","-3.91"
"2566.421627751","56989","56989","56989","-3.91","-3.91","-3.91"
"2577.905360976","57209","57209","57209","-3.91","-3.91","-3.91"
"2589.853513115","57423","57423","57423","-3.91","-3.91","-3.91"
"2601.535634141","57637","57637","57637","-3.91","-3.91","-3.91"
"2612.986043914","57863","57863","57863","-3.91","-3.91","-3.91"
"2623.763541339","58077","58077","58077","-3.91","-3.91","-3.91"
"2635.511544163","58297","58297","58297","-3.91","-3.91","-3.91"
"2647.532941087","58511","58511","58511","-3.91","-3.91","-3.91"
"2659.132019007","58731","58731","58731","-3.91","-3.91","-3.91"
"2670.489372878","58945","58945","58945","-3.91","-3.91","-3.91"
"2682.214986566","59153","59153","59153","-3.91","-3.91","-3.91"
"2693.9662839","59367","59367","59367","-3.91","-3.91","-3.91"
"2705.55439432","59581","59581","59581","-3.91","-3.91","-3.91"
"2717.03751795","59789","59789","59789","-3.91","-3.91","-3.91"
"2728.692490482","59997","59997","59997","-3.91","-3.91","-3.91"
"2740.309561039","60217","60217","60217","-3.91","-3.91","-3.91"
"2751.8591628","60431","60431","60431","-3.91","-3.91","-3.91"
"2763.516079454","60645","60645","60645","-3.91","-3.91","-3.91"
"2775.231172336","60865","60865","60865","-3.91","-3.91","-3.91"
"2786.918047494","61085","61085","61085","-3.91","-3.91","-3.91"
"2798.371535264","61299","61299","61299","-3.91","-3.91","-3.91"
"2810.570941999","61513","61513","61513","-3.91","-3.91","-3.91"
"2822.354732782","61727","61727","61727","-3.91","-3.91","-3.91"
"2834.311373395","61935","61935","61935","-3.91","-3.91","-3.91"
"2846.718898906","62155","62155","62155","-3.91","-3.91","-3.91"
"2859.22574828","62369","62369","62369","-3.91","-3.91","-3.91"
"2871.206423695","62583","62583","62583","-3.91","-3.91","-3.91"
"2883.527350087","62791","62791","62791","-3.91","-3.91","-3.91"
"2895.241202426","63011","63011","63011","-3.91","-3.91","-3.91"
"2907.338147091","63231","63231","63231","-3.91","-3.91","-3.91"
"2919.349227974","63451","63451","63451","-3.91","-3.91","-3.91"
"2931.096533157","63671","63671","63671","-3.91","-3.91","-3.91"
"2943.272592167","63897","63897","63897","-3.91","-3.91","-3.91"
"2955.216887387","64117","64117","64117","-3.91","-3.91","-3.91"
"2967.247590087","64331","64331","64331","-3.91","-3.91","-3.91"
"2979.257769828","64539","64539","64539","-3.91","-3.91","-3.91"
"2991.228316611","64747","64747","64747","-3.91","-3.91","-3.91"
"3003.228365119","64961","64961","64961","-3.91","-3.91","-3.91"
"3015.170648678","65175","65175","65175","-3.91","-3.91","-3.91"
"3026.959523958","65389","65389","65389","-3.91","-3.91","-3.91"
"3038.84766274","65603","65603","65603","-3.91","-3.91","-3.91"
"3050.936972681","65817","65817","65817","-3.91","-3.91","-3.91"
"3062.951054014","66037","66037","66037","-3.91","-3.91","-3.91"
"3074.849468147","66257","66257","66257","-3.91","-3.91","-3.91"
"3087.610786993","66471","66471","66471","-3.91","-3.91","-3.91"
"3099.823469968","66691","66691","66691","-3.91","-3.91","-3.91"
"3112.676412163","66905","66905","66905","-3.91","-3.91","-3.91"
"3124.859052788","67125","67125","67125","-3.91","-3.91","-3.91"
"3136.955732384","67333","67333","67333","-3.91","-3.91","-3.91"
"3149.295504382","67559","67559","67559","-3.91","-3.91","-3.91"
"3161.307806441","67773","67773","67773","-3.91","-3.91","-3.91"
"3173.953625176","67987","67987","67987","-3.91","-3.91","-3.91"
"3186.30831874","68201","68201","68201","-3.91","-3.91","-3.91"
"3198.098008155","68415","68415","68415","-3.91","-3.91","-3.91"
"3210.099286271","68623","68623","68623","-3.91","-3.91","-3.91"
"3222.423268828","68837","68837","68837","-3.91","-3.91","-3.91"
"3234.634071598","69051","69051","69051","-3.91","-3.91","-3.91"
"3247.298416053","69265","69265","69265","-3.91","-3.91","-3.91"
"3259.77529717","69479","69479","69479","-3.91","-3.91","-3.91"
"3273.184569215","69699","69699","69699","-3.91","-3.91","-3.91"
"3285.65550597","69913","69913","69913","-3.91","-3.91","-3.91"
