"Relative Time (Process)","DQN10 - _step","DQN10 - _step__MIN","DQN10 - _step__MAX","DQN10 - rewards_per_sequence","DQN10 - rewards_per_sequence__MIN","DQN10 - rewards_per_sequence__MAX"
"1079.418797521","27531","27531","27531","-4.42","-4.42","-4.42"
"1088.92639663","27745","27745","27745","-4.42","-4.42","-4.42"
"1098.816129142","27959","27959","27959","-4.42","-4.42","-4.42"
"1107.836717887","28173","28173","28173","-4.42","-4.42","-4.42"
"1117.131105223","28381","28381","28381","-4.42","-4.42","-4.42"
"1126.637578534","28595","28595","28595","-4.42","-4.42","-4.42"
"1136.00623116","28815","28815","28815","-4.42","-4.42","-4.42"
"1145.323824957","29029","29029","29029","-4.42","-4.42","-4.42"
"1154.271763927","29249","29249","29249","-4.42","-4.42","-4.42"
"1163.561644316","29463","29463","29463","-4.42","-4.42","-4.42"
"1173.070696956","29683","29683","29683","-4.42","-4.42","-4.42"
"1182.534388862","29897","29897","29897","-4.42","-4.42","-4.42"
"1192.385251952","30111","30111","30111","-4.42","-4.42","-4.42"
"1202.06960874","30325","30325","30325","-4.42","-4.42","-4.42"
"1211.704731582","30539","30539","30539","-4.42","-4.42","-4.42"
"1221.246392797","30747","30747","30747","-4.42","-4.42","-4.42"
"1230.637993684","30967","30967","30967","-4.42","-4.42","-4.42"
"1239.843798516","31181","31181","31181","-4.42","-4.42","-4.42"
"1249.177507398","31395","31395","31395","-4.42","-4.42","-4.42"
"1258.751306594","31609","31609","31609","-4.42","-4.42","-4.42"
"1268.964942175","31823","31823","31823","-4.42","-4.42","-4.42"
"1279.271754968","32037","32037","32037","-4.42","-4.42","-4.42"
"1288.9245622","32245","32245","32245","-4.42","-4.42","-4.42"
"1299.638756089","32459","32459","32459","-4.42","-4.42","-4.42"
"1309.515345322","32679","32679","32679","-4.42","-4.42","-4.42"
"1318.805079689","32887","32887","32887","-4.42","-4.42","-4.42"
"1328.251348752","33101","33101","33101","-4.42","-4.42","-4.42"
"1337.837562551","33315","33315","33315","-4.42","-4.42","-4.42"
"1348.217565704","33535","33535","33535","-4.42","-4.42","-4.42"
"1358.487562637","33743","33743","33743","-4.42","-4.42","-4.42"
"1368.557627391","33963","33963","33963","-4.42","-4.42","-4.42"
"1378.287570755","34177","34177","34177","-4.42","-4.42","-4.42"
"1388.537586724","34397","34397","34397","-4.42","-4.42","-4.42"
"1398.677769743","34611","34611","34611","-4.42","-4.42","-4.42"
"1408.172359347","34825","34825","34825","-4.42","-4.42","-4.42"
"1418.173519494","35045","35045","35045","-4.42","-4.42","-4.42"
"1428.195142843","35265","35265","35265","-4.42","-4.42","-4.42"
"1438.317575819","35479","35479","35479","-4.42","-4.42","-4.42"
"1448.33757656","35699","35699","35699","-4.47","-4.47","-4.47"
"1458.3375909","35913","35913","35913","-4.42","-4.42","-4.42"
"1468.140135777","36127","36127","36127","-4.42","-4.42","-4.42"
"1477.907978876","36353","36353","36353","-4.42","-4.42","-4.42"
"1487.666866139","36561","36561","36561","-4.42","-4.42","-4.42"
"1497.926220599","36769","36769","36769","-4.42","-4.42","-4.42"
"1508.797576476","36977","36977","36977","-4.42","-4.42","-4.42"
"1518.967689677","37203","37203","37203","-4.48","-4.48","-4.48"
"1528.707562636","37411","37411","37411","-4.42","-4.42","-4.42"
"1538.77756583","37625","37625","37625","-4.42","-4.42","-4.42"
"1548.977588016","37845","37845","37845","-4.42","-4.42","-4.42"
"1558.81757443","38059","38059","38059","-4.42","-4.42","-4.42"
"1569.067583507","38273","38273","38273","-4.42","-4.42","-4.42"
"1579.127613579","38487","38487","38487","-4.42","-4.42","-4.42"
"1589.287597966","38701","38701","38701","-4.42","-4.42","-4.42"
"1599.15757606","38915","38915","38915","-4.42","-4.42","-4.42"
"1608.56330144","39135","39135","39135","-4.42","-4.42","-4.42"
"1618.638155655","39349","39349","39349","-4.42","-4.42","-4.42"
"1629.37757371","39563","39563","39563","-4.42","-4.42","-4.42"
"1639.011851888","39771","39771","39771","-4.42","-4.42","-4.42"
"1649.427677531","39985","39985","39985","-4.42","-4.42","-4.42"
"1659.752339903","40199","40199","40199","-4.42","-4.42","-4.42"
"1669.747621147","40407","40407","40407","-4.42","-4.42","-4.42"
"1680.283818695","40627","40627","40627","-4.42","-4.42","-4.42"
"1690.353515862","40835","40835","40835","-4.42","-4.42","-4.42"
"1700.962840799","41055","41055","41055","-4.42","-4.42","-4.42"
"1711.003047177","41281","41281","41281","-4.42","-4.42","-4.42"
"1721.403504432","41507","41507","41507","-4.42","-4.42","-4.42"
"1732.101730554","41721","41721","41721","-4.42","-4.42","-4.42"
"1742.609780816","41947","41947","41947","-4.42","-4.42","-4.42"
"1753.191029633","42155","42155","42155","-4.42","-4.42","-4.42"
"1763.688632036","42369","42369","42369","-4.42","-4.42","-4.42"
"1773.566700429","42577","42577","42577","-4.42","-4.42","-4.42"
"1783.86802503","42797","42797","42797","-4.42","-4.42","-4.42"
"1794.1347503","43011","43011","43011","-4.42","-4.42","-4.42"
"1804.251215337","43225","43225","43225","-4.42","-4.42","-4.42"
"1814.572412719","43445","43445","43445","-4.42","-4.42","-4.42"
"1824.612598491","43659","43659","43659","-4.42","-4.42","-4.42"
"1834.540472824","43873","43873","43873","-4.42","-4.42","-4.42"
"1845.02151078","44099","44099","44099","-4.42","-4.42","-4.42"
"1855.244921498","44313","44313","44313","-4.42","-4.42","-4.42"
"1865.63528899","44527","44527","44527","-4.42","-4.42","-4.42"
"1876.349501647","44741","44741","44741","-4.42","-4.42","-4.42"
"1886.928893309","44949","44949","44949","-4.42","-4.42","-4.42"
"1897.367508652","45169","45169","45169","-4.42","-4.42","-4.42"
"1907.792780199","45383","45383","45383","-4.42","-4.42","-4.42"
"1918.962996996","45597","45597","45597","-4.42","-4.42","-4.42"
"1928.969874369","45811","45811","45811","-4.42","-4.42","-4.42"
"1939.269696192","46025","46025","46025","-4.42","-4.42","-4.42"
"1949.584642648","46245","46245","46245","-4.42","-4.42","-4.42"
"1960.23979048","46465","46465","46465","-4.42","-4.42","-4.42"
"1970.297144566","46679","46679","46679","-4.42","-4.42","-4.42"
"1980.759170153","46899","46899","46899","-4.42","-4.42","-4.42"
"1991.291399389","47125","47125","47125","-4.42","-4.42","-4.42"
"2002.024836757","47339","47339","47339","-4.42","-4.42","-4.42"
"2012.500181283","47559","47559","47559","-4.64","-4.64","-4.64"
"2023.063334551","47773","47773","47773","-4.42","-4.42","-4.42"
"2033.657601735","47987","47987","47987","-4.42","-4.42","-4.42"
"2044.045467219","48201","48201","48201","-4.42","-4.42","-4.42"
"2054.580813295","48421","48421","48421","-4.42","-4.42","-4.42"
"2065.245881201","48635","48635","48635","-4.42","-4.42","-4.42"
"2075.588341971","48843","48843","48843","-4.42","-4.42","-4.42"
"2086.03871923","49057","49057","49057","-4.42","-4.42","-4.42"
"2096.775173759","49271","49271","49271","-4.42","-4.42","-4.42"
"2107.530739104","49485","49485","49485","-4.42","-4.42","-4.42"
"2118.545383292","49705","49705","49705","-4.42","-4.42","-4.42"
"2129.041996066","49913","49913","49913","-4.42","-4.42","-4.42"
"2139.617270543","50121","50121","50121","-4.42","-4.42","-4.42"
"2150.013930266","50335","50335","50335","-4.42","-4.42","-4.42"
"2160.536995199","50549","50549","50549","-4.42","-4.42","-4.42"
"2171.294962562","50769","50769","50769","-4.42","-4.42","-4.42"
"2181.959521639","50983","50983","50983","-4.42","-4.42","-4.42"
"2192.675975069","51209","51209","51209","-4.42","-4.42","-4.42"
"2203.502659932","51423","51423","51423","-4.42","-4.42","-4.42"
"2214.146368464","51637","51637","51637","-4.42","-4.42","-4.42"
"2224.947564498","51851","51851","51851","-4.42","-4.42","-4.42"
"2235.457964418","52071","52071","52071","-4.42","-4.42","-4.42"
"2245.908960875","52285","52285","52285","-4.42","-4.42","-4.42"
"2256.464786022","52499","52499","52499","-4.42","-4.42","-4.42"
"2266.950295687","52719","52719","52719","-4.42","-4.42","-4.42"
"2277.779042874","52939","52939","52939","-4.42","-4.42","-4.42"
"2288.523731891","53153","53153","53153","-4.42","-4.42","-4.42"
"2299.449568779","53367","53367","53367","-4.42","-4.42","-4.42"
"2310.083077265","53581","53581","53581","-4.42","-4.42","-4.42"
"2321.241797338","53801","53801","53801","-4.42","-4.42","-4.42"
"2331.991217455","54021","54021","54021","-4.42","-4.42","-4.42"
"2342.729616214","54241","54241","54241","-4.42","-4.42","-4.42"
"2353.749619567","54455","54455","54455","-4.42","-4.42","-4.42"
"2364.429605262","54669","54669","54669","-4.42","-4.42","-4.42"
"2375.245791495","54883","54883","54883","-4.42","-4.42","-4.42"
"2386.277566369","55097","55097","55097","-4.42","-4.42","-4.42"
"2397.28755408","55317","55317","55317","-4.42","-4.42","-4.42"
"2407.870110112","55537","55537","55537","-4.42","-4.42","-4.42"
"2419.145758106","55751","55751","55751","-4.42","-4.42","-4.42"
"2430.090056066","55959","55959","55959","-4.42","-4.42","-4.42"
"2441.132936676","56179","56179","56179","-4.42","-4.42","-4.42"
"2452.107602111","56411","56411","56411","-4.42","-4.42","-4.42"
"2463.280999514","56631","56631","56631","-4.42","-4.42","-4.42"
"2474.243733362","56839","56839","56839","-4.42","-4.42","-4.42"
"2485.640335728","57065","57065","57065","-4.42","-4.42","-4.42"
"2497.196811386","57273","57273","57273","-4.42","-4.42","-4.42"
"2508.697034605","57481","57481","57481","-4.42","-4.42","-4.42"
"2520.106560493","57689","57689","57689","-4.64","-4.64","-4.64"
"2531.16487094","57903","57903","57903","-4.42","-4.42","-4.42"
"2542.134536806","58117","58117","58117","-4.42","-4.42","-4.42"
"2553.969453174","58325","58325","58325","-4.42","-4.42","-4.42"
"2565.58307846","58539","58539","58539","-4.42","-4.42","-4.42"
"2576.97759681","58753","58753","58753","-4.42","-4.42","-4.42"
"2588.788830141","58973","58973","58973","-4.42","-4.42","-4.42"
"2600.879911309","59199","59199","59199","-4.42","-4.42","-4.42"
"2612.089433674","59413","59413","59413","-4.42","-4.42","-4.42"
"2623.801805976","59627","59627","59627","-4.42","-4.42","-4.42"
"2634.597086178","59841","59841","59841","-4.42","-4.42","-4.42"
"2645.805890674","60055","60055","60055","-4.42","-4.42","-4.42"
"2656.807933675","60269","60269","60269","-4.42","-4.42","-4.42"
"2667.665026222","60483","60483","60483","-4.42","-4.42","-4.42"
"2678.515915771","60697","60697","60697","-4.42","-4.42","-4.42"
"2689.832689336","60911","60911","60911","-4.42","-4.42","-4.42"
"2701.337686721","61125","61125","61125","-4.42","-4.42","-4.42"
"2712.515774719","61345","61345","61345","-4.42","-4.42","-4.42"
"2723.521318396","61553","61553","61553","-4.42","-4.42","-4.42"
"2734.705033718","61767","61767","61767","-4.42","-4.42","-4.42"
"2746.240075918","61987","61987","61987","-4.42","-4.42","-4.42"
"2757.897606076","62207","62207","62207","-4.42","-4.42","-4.42"
"2769.941556975","62427","62427","62427","-4.42","-4.42","-4.42"
"2782.091087326","62647","62647","62647","-4.42","-4.42","-4.42"
"2794.003038502","62867","62867","62867","-4.42","-4.42","-4.42"
"2805.545475287","63081","63081","63081","-4.42","-4.42","-4.42"
"2817.519781292","63295","63295","63295","-4.42","-4.42","-4.42"
"2829.052591797","63509","63509","63509","-4.42","-4.42","-4.42"
"2840.595932682","63723","63723","63723","-4.42","-4.42","-4.42"
"2852.122271289","63943","63943","63943","-4.42","-4.42","-4.42"
"2863.620105178","64157","64157","64157","-4.42","-4.42","-4.42"
"2875.497620013","64371","64371","64371","-4.42","-4.42","-4.42"
"2887.380661756","64591","64591","64591","-4.42","-4.42","-4.42"
"2899.799405403","64817","64817","64817","-4.42","-4.42","-4.42"
"2911.639706838","65037","65037","65037","-4.42","-4.42","-4.42"
"2923.144262207","65251","65251","65251","-4.42","-4.42","-4.42"
"2935.059439753","65465","65465","65465","-4.42","-4.42","-4.42"
"2946.961171276","65691","65691","65691","-4.42","-4.42","-4.42"
"2959.157560586","65905","65905","65905","-4.42","-4.42","-4.42"
"2970.519567112","66113","66113","66113","-4.42","-4.42","-4.42"
"2982.46334362","66333","66333","66333","-4.42","-4.42","-4.42"
"2994.100159064","66553","66553","66553","-4.42","-4.42","-4.42"
"3005.762709211","66773","66773","66773","-4.42","-4.42","-4.42"
"3018.036606083","66993","66993","66993","-4.42","-4.42","-4.42"
"3030.046776685","67213","67213","67213","-4.42","-4.42","-4.42"
"3041.941765246","67433","67433","67433","-4.42","-4.42","-4.42"
"3053.859609994","67647","67647","67647","-4.42","-4.42","-4.42"
"3065.883110354","67867","67867","67867","-4.42","-4.42","-4.42"
"3078.177991623","68081","68081","68081","-4.42","-4.42","-4.42"
"3089.929013844","68301","68301","68301","-4.42","-4.42","-4.42"
"3102.450405827","68515","68515","68515","-4.42","-4.42","-4.42"
"3114.762088311","68735","68735","68735","-4.42","-4.42","-4.42"
"3126.728192349","68949","68949","68949","-4.42","-4.42","-4.42"
"3139.058121851","69169","69169","69169","-4.42","-4.42","-4.42"
"3151.269093634","69383","69383","69383","-4.42","-4.42","-4.42"
"3163.354665831","69597","69597","69597","-4.42","-4.42","-4.42"
"3175.749473995","69805","69805","69805","-4.42","-4.42","-4.42"
"3187.847013759","70019","70019","70019","-4.42","-4.42","-4.42"
"3199.987589153","70239","70239","70239","-4.42","-4.42","-4.42"
"3211.701548036","70459","70459","70459","-4.42","-4.42","-4.42"
"3224.29299409","70673","70673","70673","-4.42","-4.42","-4.42"
"3236.25183613","70881","70881","70881","-4.42","-4.42","-4.42"
"3248.834291104","71095","71095","71095","-4.42","-4.42","-4.42"
"3261.191366075","71315","71315","71315","-4.42","-4.42","-4.42"
"3273.469934844","71535","71535","71535","-4.42","-4.42","-4.42"
"3285.557229663","71743","71743","71743","-4.42","-4.42","-4.42"
"3297.738657258","71957","71957","71957","-4.42","-4.42","-4.42"
"3309.509427079","72171","72171","72171","-4.42","-4.42","-4.42"
"3322.280969916","72391","72391","72391","-4.42","-4.42","-4.42"
"3335.428729277","72617","72617","72617","-4.42","-4.42","-4.42"
"3347.737550731","72831","72831","72831","-4.42","-4.42","-4.42"
"3360.000332762","73039","73039","73039","-4.42","-4.42","-4.42"
"3372.287577251","73253","73253","73253","-4.42","-4.42","-4.42"
"3384.749595925","73485","73485","73485","-4.42","-4.42","-4.42"
"3397.129161878","73699","73699","73699","-4.42","-4.42","-4.42"
"3409.800836735","73919","73919","73919","-4.42","-4.42","-4.42"
"3422.184382535","74133","74133","74133","-4.42","-4.42","-4.42"
"3434.403156223","74353","74353","74353","-4.42","-4.42","-4.42"
"3447.630239006","74573","74573","74573","-4.42","-4.42","-4.42"
"3460.527492257","74787","74787","74787","-4.42","-4.42","-4.42"
"3473.117592041","75007","75007","75007","-4.42","-4.42","-4.42"
"3485.49047699","75221","75221","75221","-4.42","-4.42","-4.42"
"3498.094954535","75423","75423","75423","-4.42","-4.42","-4.42"
"3510.494077288","75643","75643","75643","-4.42","-4.42","-4.42"
"3522.937586104","75869","75869","75869","-4.47","-4.47","-4.47"
"3535.726555178","76077","76077","76077","-4.42","-4.42","-4.42"
"3548.568743037","76297","76297","76297","-4.42","-4.42","-4.42"
"3561.181811204","76517","76517","76517","-4.42","-4.42","-4.42"
"3574.168757462","76743","76743","76743","-4.42","-4.42","-4.42"
"3587.031224008","76951","76951","76951","-4.42","-4.42","-4.42"
"3599.274659562","77171","77171","77171","-4.42","-4.42","-4.42"
"3612.214621699","77385","77385","77385","-4.42","-4.42","-4.42"
"3624.585734122","77593","77593","77593","-4.42","-4.42","-4.42"
"3637.388507184","77813","77813","77813","-4.42","-4.42","-4.42"
"3650.177958959","78027","78027","78027","-4.42","-4.42","-4.42"
"3662.977591315","78253","78253","78253","-4.42","-4.42","-4.42"
"3675.680737736","78461","78461","78461","-4.42","-4.42","-4.42"
"3688.763523333","78669","78669","78669","-4.42","-4.42","-4.42"
"3701.238578697","78883","78883","78883","-4.42","-4.42","-4.42"
"3714.349539165","79097","79097","79097","-4.42","-4.42","-4.42"
"3727.289472591","79311","79311","79311","-4.42","-4.42","-4.42"
"3740.288963855","79531","79531","79531","-4.42","-4.42","-4.42"
"3752.905477363","79751","79751","79751","-4.42","-4.42","-4.42"
"3765.370333969","79971","79971","79971","-4.42","-4.42","-4.42"
"3778.071572787","80197","80197","80197","-4.42","-4.42","-4.42"
"3790.494423937","80411","80411","80411","-4.42","-4.42","-4.42"
"3803.19236729","80637","80637","80637","-4.42","-4.42","-4.42"
"3816.015457038","80851","80851","80851","-4.42","-4.42","-4.42"
"3828.722555392","81071","81071","81071","-4.42","-4.42","-4.42"
"3841.70670357","81285","81285","81285","-4.42","-4.42","-4.42"
"3854.556586468","81499","81499","81499","-4.42","-4.42","-4.42"
"3867.552176264","81713","81713","81713","-4.42","-4.42","-4.42"
"3880.059561557","81927","81927","81927","-4.42","-4.42","-4.42"
"3893.129409843","82141","82141","82141","-4.42","-4.42","-4.42"
"3906.347439818","82361","82361","82361","-4.42","-4.42","-4.42"
"3919.099293644","82569","82569","82569","-4.42","-4.42","-4.42"
"3932.274760741","82783","82783","82783","-4.42","-4.42","-4.42"
"3945.030752571","82997","82997","82997","-4.42","-4.42","-4.42"
"3957.362581844","83211","83211","83211","-4.42","-4.42","-4.42"
"3970.616586871","83425","83425","83425","-4.42","-4.42","-4.42"
"3983.430609776","83639","83639","83639","-4.42","-4.42","-4.42"
"3996.520582668","83853","83853","83853","-4.42","-4.42","-4.42"
