"Relative Time (Process)","2025-05-04_14-28-00_PID37129 - _step","2025-05-04_14-28-00_PID37129 - _step__MIN","2025-05-04_14-28-00_PID37129 - _step__MAX","2025-05-04_14-28-00_PID37129 - cost_of_path","2025-05-04_14-28-00_PID37129 - cost_of_path__MIN","2025-05-04_14-28-00_PID37129 - cost_of_path__MAX"
"128.640332625","2599","2599","2599","4.18","4.18","4.18"
