"Relative Time (Process)","DQN_4seq_8 - _step","DQN_4seq_8 - _step__MIN","DQN_4seq_8 - _step__MAX","DQN_4seq_8 - env_steps_inside_sim","DQN_4seq_8 - env_steps_inside_sim__MIN","DQN_4seq_8 - env_steps_inside_sim__MAX"
"30.506152751","7","7","7","1","1","1"
"30.761184894","12","12","12","2","2","2"
"30.854873057","17","17","17","3","3","3"
"30.915687261","22","22","22","4","4","4"
"30.975336049","27","27","27","5","5","5"
"31.023248312","32","32","32","6","6","6"
"31.066920731","37","37","37","7","7","7"
"31.111429107","42","42","42","8","8","8"
"31.159443376","47","47","47","9","9","9"
"33.130610439","56","56","56","10","10","10"
"33.191292639","61","61","61","11","11","11"
"33.265520629","66","66","66","12","12","12"
"33.334831253","71","71","71","13","13","13"
"33.38738268","76","76","76","14","14","14"
"33.434271816","81","81","81","15","15","15"
"33.473883275","86","86","86","16","16","16"
"33.525303343","91","91","91","17","17","17"
"33.581988577","96","96","96","18","18","18"
"33.644936484","101","101","101","19","19","19"
"33.703574235","106","106","106","20","20","20"
"35.564020226","115","115","115","21","21","21"
"35.597492108","120","120","120","22","22","22"
"35.631352275","125","125","125","23","23","23"
"35.665630274","130","130","130","24","24","24"
"35.701856454","135","135","135","25","25","25"
"35.737791682","140","140","140","26","26","26"
"35.772861374","145","145","145","27","27","27"
"35.80859966","150","150","150","28","28","28"
"35.844763252999996","155","155","155","29","29","29"
"35.88191338","160","160","160","30","30","30"
"35.918001077","165","165","165","31","31","31"
"35.955582193","170","170","170","32","32","32"
"37.500701994","179","179","179","33","33","33"
"37.536871715","184","184","184","34","34","34"
"37.583388085","189","189","189","35","35","35"
"37.631338735","194","194","194","36","36","36"
"37.682655739","199","199","199","37","37","37"
"37.73578975","204","204","204","38","38","38"
"37.7834292","209","209","209","39","39","39"
"37.834059381","214","214","214","40","40","40"
"37.885618364","219","219","219","41","41","41"
"37.931857955","224","224","224","42","42","42"
"37.98306012","229","229","229","43","43","43"
"41.186065081","245","245","245","44","44","44"
"41.219179585","250","250","250","45","45","45"
"41.25803648","255","255","255","46","46","46"
"41.297749939","260","260","260","47","47","47"
"41.337456299","265","265","265","48","48","48"
"41.376643549","270","270","270","49","49","49"
"41.412224758","275","275","275","50","50","50"
"41.448651651","280","280","280","51","51","51"
"41.484954096","285","285","285","52","52","52"
"41.524012478","290","290","290","53","53","53"
"43.51164456","299","299","299","54","54","54"
"43.558601748","304","304","304","55","55","55"
"43.611132294","309","309","309","56","56","56"
"43.671922647","314","314","314","57","57","57"
"43.725478612","319","319","319","58","58","58"
"43.900486693","324","324","324","59","59","59"
"43.978559023","329","329","329","60","60","60"
"44.037374374","334","334","334","61","61","61"
"44.074887179","339","339","339","62","62","62"
"44.112129443","344","344","344","63","63","63"
"44.155109218","349","349","349","64","64","64"
"45.803024078","358","358","358","65","65","65"
"45.837212519","363","363","363","66","66","66"
"45.926002212","368","368","368","67","67","67"
"45.926042749","373","373","373","68","68","68"
"45.948235508","378","378","378","69","69","69"
"45.984543824","383","383","383","70","70","70"
"46.01923944","388","388","388","71","71","71"
"46.056395259","393","393","393","72","72","72"
"46.091018717","398","398","398","73","73","73"
"46.126950423","403","403","403","74","74","74"
"46.164274961","408","408","408","75","75","75"
"46.203697504","413","413","413","76","76","76"
"46.246204704","418","418","418","77","77","77"
"47.760190883","427","427","427","78","78","78"
"47.793493887","432","432","432","79","79","79"
"47.826552959","437","437","437","80","80","80"
"47.863229487","442","442","442","81","81","81"
"47.900130505","447","447","447","82","82","82"
"47.936802312","452","452","452","83","83","83"
"47.972242017","457","457","457","84","84","84"
"48.006836208","462","462","462","85","85","85"
"48.045456245","467","467","467","86","86","86"
"48.083437487","472","472","472","87","87","87"
"48.117739933","477","477","477","88","88","88"
"48.152351847","482","482","482","89","89","89"
"51.277494039","498","498","498","90","90","90"
"51.457731478","503","503","503","91","91","91"
"51.499243675","508","508","508","92","92","92"
"51.536670447","513","513","513","93","93","93"
"51.570851853","518","518","518","94","94","94"
"51.616667562","523","523","523","95","95","95"
"51.666853271","528","528","528","96","96","96"
"51.715014421","533","533","533","97","97","97"
"51.767187758","538","538","538","98","98","98"
"51.81099165","543","543","543","99","99","99"
"53.390300581","552","552","552","100","100","100"
"53.429173576","557","557","557","101","101","101"
"53.465459241","562","562","562","102","102","102"
"53.50081801","567","567","567","103","103","103"
"53.538174469","572","572","572","104","104","104"
"53.574929918","577","577","577","105","105","105"
"53.609196218","582","582","582","106","106","106"
"53.644116321","587","587","587","107","107","107"
"53.680778135","592","592","592","108","108","108"
"53.714457215","597","597","597","109","109","109"
"53.749258903","602","602","602","110","110","110"
"53.786663765","607","607","607","111","111","111"
"55.349125478","616","616","616","112","112","112"
"55.387900674","621","621","621","113","113","113"
"55.431392839","626","626","626","114","114","114"
"55.500683351","631","631","631","115","115","115"
"55.582953713","636","636","636","116","116","116"
"55.630632444","641","641","641","117","117","117"
"55.67439752","646","646","646","118","118","118"
"55.719392603","651","651","651","119","119","119"
"55.782139529","656","656","656","120","120","120"
"55.849644202","661","661","661","121","121","121"
"55.90349719","666","666","666","122","122","122"
"57.514005724","675","675","675","123","123","123"
"57.547987182","680","680","680","124","124","124"
"57.604686817","685","685","685","125","125","125"
"57.660985269","690","690","690","126","126","126"
"57.704076204","695","695","695","127","127","127"
"57.749110913","700","700","700","128","128","128"
"57.791462732","705","705","705","129","129","129"
"57.832307806","710","710","710","130","130","130"
"57.872436304","715","715","715","131","131","131"
"57.911029907","720","720","720","132","132","132"
"57.949564607","725","725","725","133","133","133"
"57.98895512","730","730","730","134","134","134"
"61.442688819","745","745","745","135","135","135"
"61.486527311","750","750","750","136","136","136"
"61.520512307","755","755","755","137","137","137"
"61.558798866","760","760","760","138","138","138"
"61.590383396","765","765","765","139","139","139"
"61.624602264","770","770","770","140","140","140"
"61.657998031","775","775","775","141","141","141"
"61.693522181","780","780","780","142","142","142"
"61.730385155","785","785","785","143","143","143"
"61.786624953","790","790","790","144","144","144"
"61.890153658","795","795","795","145","145","145"
"63.85093142","804","804","804","146","146","146"
"63.892800793","809","809","809","147","147","147"
"63.935051722","814","814","814","148","148","148"
"63.978623592","819","819","819","149","149","149"
"64.018545858","824","824","824","150","150","150"
"64.062055062","829","829","829","151","151","151"
"64.097766411","834","834","834","152","152","152"
"64.132239453","839","839","839","153","153","153"
"64.171637233","844","844","844","154","154","154"
"64.211299404","849","849","849","155","155","155"
"64.251219968","854","854","854","156","156","156"
"65.828144063","863","863","863","157","157","157"
"65.875392837","868","868","868","158","158","158"
"65.925661131","873","873","873","159","159","159"
"65.977095381","878","878","878","160","160","160"
"66.073318679","883","883","883","161","161","161"
"66.109846173","888","888","888","162","162","162"
"66.146659239","893","893","893","163","163","163"
"66.184036124","898","898","898","164","164","164"
"66.226276927","903","903","903","165","165","165"
"66.263128762","908","908","908","166","166","166"
"66.395815306","913","913","913","167","167","167"
"66.462622099","918","918","918","168","168","168"
"68.225887866","927","927","927","169","169","169"
"68.259481291","932","932","932","170","170","170"
"68.293238337","937","937","937","171","171","171"
"68.326677577","942","942","942","172","172","172"
"68.361390543","947","947","947","173","173","173"
"68.397548252","952","952","952","174","174","174"
"68.449204977","957","957","957","175","175","175"
"68.486570078","962","962","962","176","176","176"
"68.531740213","967","967","967","177","177","177"
"68.581748856","972","972","972","178","178","178"
"68.635507945","977","977","977","179","179","179"
"71.894656917","992","992","992","180","180","180"
"71.943215631","997","997","997","181","181","181"
"71.986520334","1002","1002","1002","182","182","182"
"72.03200597","1007","1007","1007","183","183","183"
"72.091675545","1012","1012","1012","184","184","184"
