"Relative Time (Process)","DQN9 - _step","DQN9 - _step__MIN","DQN9 - _step__MAX","DQN9 - rewards_per_sequence","DQN9 - rewards_per_sequence__MIN","DQN9 - rewards_per_sequence__MAX"
"860.781376883","7305","7305","7305","-4.09","-4.09","-4.09"
"868.384182156","7519","7519","7519","-4.09","-4.09","-4.09"
"876.21039778","7727","7727","7727","-4.09","-4.09","-4.09"
"884.07830506","7947","7947","7947","-4.09","-4.09","-4.09"
"891.788570347","8167","8167","8167","-4.09","-4.09","-4.09"
"899.672923825","8375","8375","8375","-4.09","-4.09","-4.09"
"907.389191471","8583","8583","8583","-4.09","-4.09","-4.09"
"915.839520688","8797","8797","8797","-4.09","-4.09","-4.09"
"923.871344962","9005","9005","9005","-4.09","-4.09","-4.09"
"932.133461005","9231","9231","9231","-4.09","-4.09","-4.09"
"940.231362229","9445","9445","9445","-4.09","-4.09","-4.09"
"948.308463181","9653","9653","9653","-4.09","-4.09","-4.09"
"956.380049496","9867","9867","9867","-4.09","-4.09","-4.09"
"964.763053741","10087","10087","10087","-4.09","-4.09","-4.09"
"972.92681988","10301","10301","10301","-4.09","-4.09","-4.09"
"981.179343903","10515","10515","10515","-4.09","-4.09","-4.09"
"989.393891662","10735","10735","10735","-4.09","-4.09","-4.09"
"997.69568593","10949","10949","10949","-4.09","-4.09","-4.09"
"1006.10342064","11175","11175","11175","-4.09","-4.09","-4.09"
"1014.500571568","11395","11395","11395","-4.09","-4.09","-4.09"
"1022.750635307","11609","11609","11609","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1031.09507298","11823","11823","11823","-4.09","-4.09","-4.09"
"1039.551997476","12031","12031","12031","-4.09","-4.09","-4.09"
"1047.865190159","12239","12239","12239","-4.09","-4.09","-4.09"
"1056.290680398","12453","12453","12453","-4.09","-4.09","-4.09"
"1064.883684645","12667","12667","12667","-4.09","-4.09","-4.09"
"1073.260762033","12875","12875","12875","-4.09","-4.09","-4.09"
"1081.65876925","13095","13095","13095","-4.09","-4.09","-4.09"
"1090.259313001","13303","13303","13303","-4.09","-4.09","-4.09"
"1099.009141773","13517","13517","13517","-4.09","-4.09","-4.09"
"1107.763860841","13731","13731","13731","-4.09","-4.09","-4.09"
"1116.248612027","13945","13945","13945","-4.09","-4.09","-4.09"
"1124.775991664","14165","14165","14165","-4.09","-4.09","-4.09"
"1133.355062185","14379","14379","14379","-4.09","-4.09","-4.09"
"1142.208945733","14587","14587","14587","-4.09","-4.09","-4.09"
"1150.880686703","14795","14795","14795","-4.09","-4.09","-4.09"
"1159.518484321","15003","15003","15003","-3.87","-3.87","-3.87"
"1168.060053564","15217","15217","15217","-3.87","-3.87","-3.87"
"1176.768789217","15443","15443","15443","-3.87","-3.87","-3.87"
"1185.278227295","15657","15657","15657","-3.87","-3.87","-3.87"
"1193.828465092","15883","15883","15883","-3.87","-3.87","-3.87"
"1202.505934034","16097","16097","16097","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1211.143625067","16311","16311","16311","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1219.918459613","16531","16531","16531","-3.87","-3.87","-3.87"
"1228.589200134","16745","16745","16745","-3.87","-3.87","-3.87"
"1237.300183338","16977","16977","16977","-3.87","-3.87","-3.87"
"1246.26914298","17197","17197","17197","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1255.252446009","17411","17411","17411","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1263.991609958","17619","17619","17619","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1272.488029115","17827","17827","17827","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1280.883353751","18041","18041","18041","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1289.471132971","18255","18255","18255","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1298.062854544","18475","18475","18475","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1306.590517825","18695","18695","18695","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1315.213603875","18909","18909","18909","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1324.139886515","19129","19129","19129","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1332.788301398","19343","19343","19343","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1341.678643495","19563","19563","19563","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1350.498474901","19783","19783","19783","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1359.186045797","19997","19997","19997","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1367.929722255","20211","20211","20211","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1376.654480223","20425","20425","20425","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1385.358129896","20639","20639","20639","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1394.154361125","20853","20853","20853","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1402.855492323","21067","21067","21067","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1411.9721118","21281","21281","21281","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1420.748415913","21495","21495","21495","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1429.529354333","21709","21709","21709","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1438.641241552","21929","21929","21929","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1447.637585022","22151","22151","22151","-4.27","-4.27","-4.27"
"1456.534119876","22377","22377","22377","-4.27","-4.27","-4.27"
"1465.487481999","22603","22603","22603","-4.27","-4.27","-4.27"
"1474.234467678","22823","22823","22823","-4.27","-4.27","-4.27"
"1483.064583776","23049","23049","23049","-4.27","-4.27","-4.27"
"1491.678930642","23275","23275","23275","-4.27","-4.27","-4.27"
"1500.719819884","23495","23495","23495","-4.27","-4.27","-4.27"
"1509.715737651","23721","23721","23721","-4.27","-4.27","-4.27"
"1518.593071404","23947","23947","23947","-4.27","-4.27","-4.27"
"1527.534146521","24173","24173","24173","-4.27","-4.27","-4.27"
"1536.591441541","24399","24399","24399","-4.27","-4.27","-4.27"
"1545.610145201","24619","24619","24619","-4.27","-4.27","-4.27"
"1554.753259835","24845","24845","24845","-4.27","-4.27","-4.27"
"1563.688328431","25071","25071","25071","-4.27","-4.27","-4.27"
"1572.68283865","25297","25297","25297","-4.27","-4.27","-4.27"
"1581.908478171","25523","25523","25523","-4.27","-4.27","-4.27"
"1591.089270516","25743","25743","25743","-4.27","-4.27","-4.27"
"1600.116436929","25957","25957","25957","-3.87","-3.87","-3.87"
"1609.276545245","26183","26183","26183","-4.27","-4.27","-4.27"
"1618.219231973","26415","26415","26415","-4.27","-4.27","-4.27"
"1627.105036331","26641","26641","26641","-4.27","-4.27","-4.27"
"1636.143527607","26861","26861","26861","-4.27","-4.27","-4.27"
"1645.193783557","27081","27081","27081","-4.27","-4.27","-4.27"
"1654.134696211","27307","27307","27307","-4.27","-4.27","-4.27"
"1663.190501623","27539","27539","27539","-4.27","-4.27","-4.27"
"1672.258460909","27765","27765","27765","-4.27","-4.27","-4.27"
"1681.326151766","27985","27985","27985","-4.27","-4.27","-4.27"
"1690.868016928","28217","28217","28217","-4.27","-4.27","-4.27"
"1700.303092422","28437","28437","28437","-3.87","-3.87","-3.87"
"1709.58887989","28663","28663","28663","-4.27","-4.27","-4.27"
"1718.793587049","28889","28889","28889","-4.27","-4.27","-4.27"
"1728.073144906","29121","29121","29121","-4.27","-4.27","-4.27"
"1737.286624676","29353","29353","29353","-4.27","-4.27","-4.27"
"1746.575364721","29573","29573","29573","-4.27","-4.27","-4.27"
"1755.769634645","29793","29793","29793","-3.87","-3.87","-3.87"
"1765.044537487","30019","30019","30019","-3.87","-3.87","-3.87"
"1774.147122251","30227","30227","30227","-3.87","-3.87","-3.87"
"1783.526181991","30459","30459","30459","-3.87","-3.87","-3.87"
"1792.908424944","30673","30673","30673","-3.87","-3.87","-3.87"
"1802.337475734","30893","30893","30893","-3.87","-3.87","-3.87"
"1811.653894835","31107","31107","31107","-3.87","-3.87","-3.87"
"1821.032033415","31327","31327","31327","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1830.271205507","31541","31541","31541","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1839.77195589","31755","31755","31755","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1849.100966974","31975","31975","31975","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1858.508030844","32195","32195","32195","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"1867.894174136","32409","32409","32409","-3.87","-3.87","-3.87"
"1877.359235109","32629","32629","32629","-3.87","-3.87","-3.87"
"1886.755838118","32849","32849","32849","-3.87","-3.87","-3.87"
"1896.074884513","33063","33063","33063","-3.87","-3.87","-3.87"
"1905.049348283","33277","33277","33277","-3.87","-3.87","-3.87"
"1914.319540992","33503","33503","33503","-3.87","-3.87","-3.87"
"1923.852962568","33717","33717","33717","-3.87","-3.87","-3.87"
"1933.220278502","33931","33931","33931","-3.87","-3.87","-3.87"
"1942.621394258","34145","34145","34145","-3.87","-3.87","-3.87"
"1952.257628006","34365","34365","34365","-3.87","-3.87","-3.87"
"1961.725389151","34585","34585","34585","-3.87","-3.87","-3.87"
"1971.056281686","34793","34793","34793","-3.87","-3.87","-3.87"
"1980.728011129","35013","35013","35013","-3.87","-3.87","-3.87"
"1990.439247444","35227","35227","35227","-3.87","-3.87","-3.87"
"1999.936584255","35441","35441","35441","-3.87","-3.87","-3.87"
"2009.437428855","35661","35661","35661","-3.87","-3.87","-3.87"
"2018.839378947","35875","35875","35875","-3.87","-3.87","-3.87"
"2028.407371986","36095","36095","36095","-3.87","-3.87","-3.87"
"2037.990836769","36315","36315","36315","-3.87","-3.87","-3.87"
"2047.523493239","36535","36535","36535","-3.87","-3.87","-3.87"
"2057.088600484","36749","36749","36749","-3.87","-3.87","-3.87"
"2066.555305254","36957","36957","36957","-3.87","-3.87","-3.87"
"2076.241629494","37171","37171","37171","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"2085.793549047","37379","37379","37379","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"2095.459545959","37599","37599","37599","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"2105.062034618","37813","37813","37813","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"2114.786686106","38027","38027","38027","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"2124.608448481","38247","38247","38247","-3.87","-3.87","-3.87"
"2134.191392738","38461","38461","38461","-3.87","-3.87","-3.87"
"2143.623774212","38675","38675","38675","-3.87","-3.87","-3.87"
"2153.488810965","38889","38889","38889","-3.87","-3.87","-3.87"
"2163.261137841","39109","39109","39109","-3.87","-3.87","-3.87"
"2173.216489835","39323","39323","39323","-3.87","-3.87","-3.87"
"2182.998948085","39537","39537","39537","-3.87","-3.87","-3.87"
"2192.873393678","39751","39751","39751","-3.87","-3.87","-3.87"
"2202.662296168","39965","39965","39965","-3.87","-3.87","-3.87"
"2212.482641977","40179","40179","40179","-3.87","-3.87","-3.87"
"2222.440916596","40393","40393","40393","-3.87","-3.87","-3.87"
"2232.319834215","40607","40607","40607","-3.87","-3.87","-3.87"
"2242.360951073","40827","40827","40827","-3.87","-3.87","-3.87"
"2252.167110469","41047","41047","41047","-3.87","-3.87","-3.87"
"2261.868113832","41261","41261","41261","-3.87","-3.87","-3.87"
"2271.841515226","41475","41475","41475","-3.87","-3.87","-3.87"
"2281.680956155","41689","41689","41689","-3.87","-3.87","-3.87"
"2291.916097574","41909","41909","41909","-3.87","-3.87","-3.87"
"2301.919342104","42129","42129","42129","-3.87","-3.87","-3.87"
"2312.073319847","42349","42349","42349","-3.87","-3.87","-3.87"
"2322.183408652","42551","42551","42551","-3.87","-3.87","-3.87"
"2332.23006489","42771","42771","42771","-3.87","-3.87","-3.87"
"2342.372692912","42985","42985","42985","-3.87","-3.87","-3.87"
"2352.426367374","43205","43205","43205","-3.87","-3.87","-3.87"
"2362.591873079","43425","43425","43425","-3.87","-3.87","-3.87"
"2372.427309094","43639","43639","43639","-3.87","-3.87","-3.87"
"2382.415796061","43853","43853","43853","-3.87","-3.87","-3.87"
"2392.819564357","44067","44067","44067","-3.87","-3.87","-3.87"
"2403.117591118","44281","44281","44281","-3.87","-3.87","-3.87"
"2413.383932736","44495","44495","44495","-3.87","-3.87","-3.87"
"2423.855632099","44709","44709","44709","-3.87","-3.87","-3.87"
"2434.070412665","44923","44923","44923","-3.87","-3.87","-3.87"
"2444.360096788","45137","45137","45137","-4.09","-4.09","-4.09"
"2454.487553185","45351","45351","45351","-3.87","-3.87","-3.87"
"2464.858918283","45565","45565","45565","-3.87","-3.87","-3.87"
"2475.306677532","45779","45779","45779","-3.87","-3.87","-3.87"
"2485.251148217","45999","45999","45999","-3.87","-3.87","-3.87"
"2495.367566314","46225","46225","46225","-3.87","-3.87","-3.87"
"2505.696235656","46439","46439","46439","-3.87","-3.87","-3.87"
"2515.898558506","46653","46653","46653","-3.87","-3.87","-3.87"
"2526.36498961","46867","46867","46867","-3.87","-3.87","-3.87"
"2536.857154112","47081","47081","47081","-3.87","-3.87","-3.87"
"2547.67931131","47289","47289","47289","-3.87","-3.87","-3.87"
"2557.878494038","47509","47509","47509","-3.87","-3.87","-3.87"
"2568.053942895","47723","47723","47723","-3.87","-3.87","-3.87"
"2578.956049521","47937","47937","47937","-3.87","-3.87","-3.87"
"2589.968423975","48151","48151","48151","-3.87","-3.87","-3.87"
"2601.263462636","48359","48359","48359","-3.87","-3.87","-3.87"
"2611.767532638","48579","48579","48579","-3.87","-3.87","-3.87"
"2622.325495837","48799","48799","48799","-3.87","-3.87","-3.87"
"2633.081423911","49019","49019","49019","-3.87","-3.87","-3.87"
"2643.97565198","49239","49239","49239","-3.87","-3.87","-3.87"
"2654.986195109","49453","49453","49453","-3.87","-3.87","-3.87"
"2665.875111353","49673","49673","49673","-3.87","-3.87","-3.87"
"2676.468413527","49899","49899","49899","-3.87","-3.87","-3.87"
"2687.708385791","50119","50119","50119","-3.87","-3.87","-3.87"
"2698.270302727","50333","50333","50333","-3.87","-3.87","-3.87"
"2709.457373725","50553","50553","50553","-3.87","-3.87","-3.87"
"2720.11024635","50767","50767","50767","-3.87","-3.87","-3.87"
"2731.092896684","50981","50981","50981","-3.87","-3.87","-3.87"
"2742.598022737","51195","51195","51195","-3.87","-3.87","-3.87"
"2754.36804039","51415","51415","51415","-3.87","-3.87","-3.87"
"2765.700766771","51629","51629","51629","-3.87","-3.87","-3.87"
"2776.290080756","51849","51849","51849","-3.87","-3.87","-3.87"
"2787.05845218","52069","52069","52069","-3.87","-3.87","-3.87"
"2797.682178127","52283","52283","52283","-3.87","-3.87","-3.87"
"2808.472215109","52497","52497","52497","-3.87","-3.87","-3.87"
"2819.499297087","52705","52705","52705","-3.87","-3.87","-3.87"
"2830.495190564","52919","52919","52919","-3.87","-3.87","-3.87"
"2841.010783797","53127","53127","53127","-3.87","-3.87","-3.87"
"2851.938019911","53353","53353","53353","-3.87","-3.87","-3.87"
"2862.278001039","53567","53567","53567","-3.87","-3.87","-3.87"
"2873.009048145","53781","53781","53781","-3.87","-3.87","-3.87"
"2883.992624375","53995","53995","53995","-3.87","-3.87","-3.87"
"2895.053513303","54209","54209","54209","-3.87","-3.87","-3.87"
"2905.964580966","54435","54435","54435","-3.87","-3.87","-3.87"
"2916.958159755","54643","54643","54643","-3.87","-3.87","-3.87"
"2927.689898391","54857","54857","54857","-3.87","-3.87","-3.87"
"2938.563797392","55065","55065","55065","-3.87","-3.87","-3.87"
"2949.523536597","55291","55291","55291","-3.87","-3.87","-3.87"
"2960.334196057","55505","55505","55505","-3.87","-3.87","-3.87"
"2971.240812449","55719","55719","55719","-3.87","-3.87","-3.87"
"2982.041365849","55927","55927","55927","-3.87","-3.87","-3.87"
"2993.596107508","56147","56147","56147","-3.87","-3.87","-3.87"
"3004.881535606","56355","56355","56355","-3.87","-3.87","-3.87"
"3016.239277677","56581","56581","56581","-3.87","-3.87","-3.87"
"3027.929618218","56795","56795","56795","-3.87","-3.87","-3.87"
"3039.761558061","57015","57015","57015","-3.87","-3.87","-3.87"
"3051.156999348","57229","57229","57229","-4.09","-4.09","-4.09"
"3062.692531159","57443","57443","57443","-3.87","-3.87","-3.87"
"3073.641285437","57657","57657","57657","-3.9000000000000004","-3.9000000000000004","-3.9000000000000004"
"3085.016130136","57865","57865","57865","-3.87","-3.87","-3.87"
"3095.813936894","58085","58085","58085","-3.87","-3.87","-3.87"
"3106.456319629","58293","58293","58293","-3.87","-3.87","-3.87"
"3117.468059099","58501","58501","58501","-3.87","-3.87","-3.87"
"3128.985658039","58727","58727","58727","-3.87","-3.87","-3.87"
"3140.034669534","58941","58941","58941","-3.87","-3.87","-3.87"
"3151.410890792","59149","59149","59149","-3.87","-3.87","-3.87"
"3162.509372907","59363","59363","59363","-3.87","-3.87","-3.87"
"3173.360540475","59583","59583","59583","-3.87","-3.87","-3.87"
"3184.392590187","59803","59803","59803","-3.87","-3.87","-3.87"
"3195.196005782","60017","60017","60017","-3.87","-3.87","-3.87"
"3206.298936751","60225","60225","60225","-3.87","-3.87","-3.87"
"3217.178652083","60433","60433","60433","-3.87","-3.87","-3.87"
"3228.409886148","60659","60659","60659","-3.87","-3.87","-3.87"
"3239.84665157","60885","60885","60885","-3.87","-3.87","-3.87"
"3251.459204543","61099","61099","61099","-3.87","-3.87","-3.87"
"3262.83679063","61307","61307","61307","-3.87","-3.87","-3.87"
"3274.071597769","61533","61533","61533","-3.87","-3.87","-3.87"
"3285.300774164","61747","61747","61747","-3.87","-3.87","-3.87"
"3296.965034585","61961","61961","61961","-3.87","-3.87","-3.87"
"3309.110866388","62181","62181","62181","-3.87","-3.87","-3.87"
"3320.558453424","62389","62389","62389","-3.87","-3.87","-3.87"
"3332.044441282","62597","62597","62597","-3.87","-3.87","-3.87"
"3343.781661386","62811","62811","62811","-3.87","-3.87","-3.87"
"3355.329629492","63025","63025","63025","-3.87","-3.87","-3.87"
"3367.356705995","63245","63245","63245","-3.87","-3.87","-3.87"
"3379.234355958","63465","63465","63465","-3.87","-3.87","-3.87"
"3391.058474277","63685","63685","63685","-3.87","-3.87","-3.87"
"3402.558202631","63905","63905","63905","-3.87","-3.87","-3.87"
"3414.321782629","64119","64119","64119","-3.87","-3.87","-3.87"
"3426.03868328","64327","64327","64327","-3.87","-3.87","-3.87"
"3438.248595813","64547","64547","64547","-3.87","-3.87","-3.87"
"3450.22688116","64761","64761","64761","-3.87","-3.87","-3.87"
"3462.042978998","64975","64975","64975","-3.87","-3.87","-3.87"
"3474.097268059","65195","65195","65195","-3.87","-3.87","-3.87"
"3486.320335095","65415","65415","65415","-3.87","-3.87","-3.87"
"3498.723218304","65635","65635","65635","-3.87","-3.87","-3.87"
"3511.031368881","65849","65849","65849","-3.87","-3.87","-3.87"
"3522.972562951","66063","66063","66063","-3.87","-3.87","-3.87"
"3534.903752865","66289","66289","66289","-3.87","-3.87","-3.87"
"3546.522202336","66497","66497","66497","-3.87","-3.87","-3.87"
"3558.736860112","66711","66711","66711","-3.87","-3.87","-3.87"
