"Relative Time (Process)","2025-05-04_14-43-43_PID11664 - _step","2025-05-04_14-43-43_PID11664 - _step__MIN","2025-05-04_14-43-43_PID11664 - _step__MAX","2025-05-04_14-43-43_PID11664 - cost_of_path","2025-05-04_14-43-43_PID11664 - cost_of_path__MIN","2025-05-04_14-43-43_PID11664 - cost_of_path__MAX"
"49.049895886","807","807","807","3.52","3.52","3.52"
