"Relative Time (Process)","DQN_4seq_7 - _step","DQN_4seq_7 - _step__MIN","DQN_4seq_7 - _step__MAX","DQN_4seq_7 - env_steps_inside_sim","DQN_4seq_7 - env_steps_inside_sim__MIN","DQN_4seq_7 - env_steps_inside_sim__MAX"
"19.832582802","7","7","7","1","1","1"
"19.902000578","12","12","12","2","2","2"
"19.978026267","22","22","22","4","4","4"
"20.013878692","27","27","27","5","5","5"
"20.046181493","32","32","32","6","6","6"
"20.082148662","37","37","37","7","7","7"
"20.11762604","42","42","42","8","8","8"
"20.151433955","47","47","47","9","9","9"
"20.185570415","52","52","52","10","10","10"
"22.026902382","66","66","66","12","12","12"
"22.067140755","71","71","71","13","13","13"
"22.103067448","76","76","76","14","14","14"
"22.141052691","81","81","81","15","15","15"
"22.179841467","86","86","86","16","16","16"
"22.218963266","91","91","91","17","17","17"
"22.257392549","96","96","96","18","18","18"
"22.297870471","101","101","101","19","19","19"
"22.4300241","116","116","116","22","22","22"
"24.019773194","125","125","125","23","23","23"
"24.055771409","130","130","130","24","24","24"
"24.093148473","135","135","135","25","25","25"
"24.132086013","140","140","140","26","26","26"
"24.168267026","145","145","145","27","27","27"
"24.206671778","150","150","150","28","28","28"
"24.245931905","155","155","155","29","29","29"
"24.283347589999998","160","160","160","30","30","30"
"24.319801833","165","165","165","31","31","31"
"24.360542606","170","170","170","32","32","32"
"24.40268207","175","175","175","33","33","33"
"24.442224992","180","180","180","34","34","34"
"26.241515308","189","189","189","35","35","35"
"26.364855810999998","199","199","199","37","37","37"
"26.40920746","204","204","204","38","38","38"
"26.454729584","209","209","209","39","39","39"
"26.495290934","214","214","214","40","40","40"
"26.533288942","219","219","219","41","41","41"
"26.573255873","224","224","224","42","42","42"
"26.608378246","229","229","229","43","43","43"
"26.693961796","239","239","239","45","45","45"
"26.732243007","244","244","244","46","46","46"
"29.547115052","260","260","260","47","47","47"
"29.580121965","265","265","265","48","48","48"
"29.613248639","270","270","270","49","49","49"
"29.648068411","275","275","275","50","50","50"
"29.682059895","280","280","280","51","51","51"
"29.714932511","285","285","285","52","52","52"
"29.750648398","290","290","290","53","53","53"
"29.782830763","295","295","295","54","54","54"
"29.814497959","300","300","300","55","55","55"
"31.338359896","309","309","309","56","56","56"
"31.371699698","314","314","314","57","57","57"
"31.411372399","319","319","319","58","58","58"
"31.491266593","329","329","329","60","60","60"
"31.52955698","334","334","334","61","61","61"
"31.562729873","339","339","339","62","62","62"
"31.595567174","344","344","344","63","63","63"
"31.658929915999998","354","354","354","65","65","65"
"33.155802643","368","368","368","67","67","67"
"33.186150272","373","373","373","68","68","68"
"33.216659336","378","378","378","69","69","69"
"33.247083081","383","383","383","70","70","70"
"33.277790106","388","388","388","71","71","71"
"33.31079752","393","393","393","72","72","72"
"33.345818522","398","398","398","73","73","73"
"33.425483075","408","408","408","75","75","75"
"33.471631258","413","413","413","76","76","76"
"34.931095405","427","427","427","78","78","78"
"34.963485417","432","432","432","79","79","79"
"35.057237473","447","447","447","82","82","82"
"35.087344148","452","452","452","83","83","83"
"35.11960632","457","457","457","84","84","84"
"35.151651786","462","462","462","85","85","85"
"35.182095145","467","467","467","86","86","86"
"35.21423832","472","472","472","87","87","87"
"35.249227322","477","477","477","88","88","88"
"38.006310965","493","493","493","89","89","89"
"38.041852176","498","498","498","90","90","90"
"38.078629952","503","503","503","91","91","91"
"38.114977362","508","508","508","92","92","92"
