"Relative Time (Process)","2025-05-04_14-19-46_PID28805 - _step","2025-05-04_14-19-46_PID28805 - _step__MIN","2025-05-04_14-19-46_PID28805 - _step__MAX","2025-05-04_14-19-46_PID28805 - cost_of_path","2025-05-04_14-19-46_PID28805 - cost_of_path__MIN","2025-05-04_14-19-46_PID28805 - cost_of_path__MAX"
"58.181450802","1116","1116","1116","3.62","3.62","3.62"
