"Relative Time (Process)","DQN_4seq_3 - _step","DQN_4seq_3 - _step__MIN","DQN_4seq_3 - _step__MAX","DQN_4seq_3 - env_steps_inside_sim","DQN_4seq_3 - env_steps_inside_sim__MIN","DQN_4seq_3 - env_steps_inside_sim__MAX"
"29.156247059","7","7","7","1","1","1"
"29.321830367","12","12","12","2","2","2"
"29.385941083","17","17","17","3","3","3"
"29.440781631","22","22","22","4","4","4"
"29.47877172","27","27","27","5","5","5"
"29.562644554","37","37","37","7","7","7"
"29.606029278","42","42","42","8","8","8"
"29.649314144","47","47","47","9","9","9"
"29.695784919","52","52","52","10","10","10"
"31.499762263","66","66","66","12","12","12"
"31.648247311","81","81","81","15","15","15"
"31.68727259","86","86","86","16","16","16"
"31.72612488","91","91","91","17","17","17"
"31.770006149","96","96","96","18","18","18"
"31.852494453","106","106","106","20","20","20"
"31.894186875","111","111","111","21","21","21"
"31.936182125","116","116","116","22","22","22"
"33.781135446","125","125","125","23","23","23"
"33.819574167","130","130","130","24","24","24"
"33.895435796","140","140","140","26","26","26"
"33.931348348","145","145","145","27","27","27"
"34.100908671","160","160","160","30","30","30"
"34.136271133","165","165","165","31","31","31"
"34.172207492","170","170","170","32","32","32"
"34.210067344","175","175","175","33","33","33"
"35.869903338","184","184","184","34","34","34"
"35.905921318","189","189","189","35","35","35"
"35.945340338","194","194","194","36","36","36"
"35.987688532","199","199","199","37","37","37"
"36.027821643","204","204","204","38","38","38"
"36.099542305","209","209","209","39","39","39"
"36.137382079","214","214","214","40","40","40"
"36.180088549","219","219","219","41","41","41"
"36.259440642","229","229","229","43","43","43"
"39.583264407","260","260","260","47","47","47"
"39.620064847","265","265","265","48","48","48"
"39.697342531","275","275","275","50","50","50"
"39.746637339","280","280","280","51","51","51"
"39.823359874","285","285","285","52","52","52"
"39.866247409","290","290","290","53","53","53"
"39.904557427","295","295","295","54","54","54"
"39.944113575","300","300","300","55","55","55"
"39.983295644","305","305","305","56","56","56"
"41.535913142","319","319","319","58","58","58"
"41.615310041","329","329","329","60","60","60"
"41.764693648","344","344","344","63","63","63"
"41.881527375","359","359","359","66","66","66"
"41.922944975","364","364","364","67","67","67"
"41.964094091","369","369","369","68","68","68"
"43.556513484999996","378","378","378","69","69","69"
"43.632112082","388","388","388","71","71","71"
"43.672690508","393","393","393","72","72","72"
"43.713416683","398","398","398","73","73","73"
"43.920653224","408","408","408","75","75","75"
"43.9973506","418","418","418","77","77","77"
"44.037437373","423","423","423","78","78","78"
"44.094085843","428","428","428","79","79","79"
"44.137117554","433","433","433","80","80","80"
"45.829821808","442","442","442","81","81","81"
"45.872850763","447","447","447","82","82","82"
"45.916200426","452","452","452","83","83","83"
"45.958651957","457","457","457","84","84","84"
"46.000181381","462","462","462","85","85","85"
"46.055953596","467","467","467","86","86","86"
"46.070847423","472","472","472","87","87","87"
"46.104418945","477","477","477","88","88","88"
"46.145635986","482","482","482","89","89","89"
"46.185349326","487","487","487","90","90","90"
"46.226476257","492","492","492","91","91","91"
"46.269456795","497","497","497","92","92","92"
