"Relative Time (Process)","2025-05-04_13-58-22_PID8342 - _step","2025-05-04_13-58-22_PID8342 - _step__MIN","2025-05-04_13-58-22_PID8342 - _step__MAX","2025-05-04_13-58-22_PID8342 - cost_of_path","2025-05-04_13-58-22_PID8342 - cost_of_path__MIN","2025-05-04_13-58-22_PID8342 - cost_of_path__MAX"
"86.874109399","1697","1697","1697","3.91","3.91","3.91"
