"Relative Time (Process)","2025-05-04_14-23-25_PID32571 - _step","2025-05-04_14-23-25_PID32571 - _step__MIN","2025-05-04_14-23-25_PID32571 - _step__MAX","2025-05-04_14-23-25_PID32571 - cost_of_path","2025-05-04_14-23-25_PID32571 - cost_of_path__MIN","2025-05-04_14-23-25_PID32571 - cost_of_path__MAX"
"125.793278673","2589","2589","2589","4.01","4.01","4.01"
