"Relative Time (Process)","DQN6 - _step","DQN6 - _step__MIN","DQN6 - _step__MAX","DQN6 - rewards_per_sequence","DQN6 - rewards_per_sequence__MIN","DQN6 - rewards_per_sequence__MAX"
"8.755095958","4","4","4","0","0","0"
"18.310437492","221","221","221","-4.5","-4.5","-4.5"
"26.549792378","438","438","438","-4.22","-4.22","-4.22"
"34.309568028","649","649","649","-4.53","-4.53","-4.53"
"41.912144217","863","863","863","-4.53","-4.53","-4.53"
"49.381426947","1073","1073","1073","-4.01","-4.01","-4.01"
"56.879158862","1293","1293","1293","-4.01","-4.01","-4.01"
"64.521851337","1519","1519","1519","-4.01","-4.01","-4.01"
"72.224391958","1733","1733","1733","-4.01","-4.01","-4.01"
"80.090590926","1947","1947","1947","-4.01","-4.01","-4.01"
"87.231300664","2167","2167","2167","-4.01","-4.01","-4.01"
"95.172197877","2381","2381","2381","-4.01","-4.01","-4.01"
"102.802934981","2595","2595","2595","-4.01","-4.01","-4.01"
"110.901558764","2823","2823","2823","-4.84","-4.84","-4.84"
"118.73423787","3043","3043","3043","-4.84","-4.84","-4.84"
"126.873207454","3269","3269","3269","-4.84","-4.84","-4.84"
"134.949737527","3489","3489","3489","-4.84","-4.84","-4.84"
"142.779782472","3721","3721","3721","-4.84","-4.84","-4.84"
"150.348340985","3953","3953","3953","-4.84","-4.84","-4.84"
"158.224392507","4167","4167","4167","-4.22","-4.22","-4.22"
"165.970445256","4387","4387","4387","-4.22","-4.22","-4.22"
"173.79010281","4607","4607","4607","-4.22","-4.22","-4.22"
"181.807710167","4821","4821","4821","-4.22","-4.22","-4.22"
"189.801845332","5029","5029","5029","-4.22","-4.22","-4.22"
"197.646193428","5243","5243","5243","-4.01","-4.01","-4.01"
"205.248574538","5457","5457","5457","-4.01","-4.01","-4.01"
"213.143566214","5671","5671","5671","-4.01","-4.01","-4.01"
"220.813429475","5879","5879","5879","-4.01","-4.01","-4.01"
"229.109953765","6093","6093","6093","-4.01","-4.01","-4.01"
"237.441699351","6313","6313","6313","-4.01","-4.01","-4.01"
