"Relative Time (Process)","2025-05-04_14-54-12_PID21807 - _step","2025-05-04_14-54-12_PID21807 - _step__MIN","2025-05-04_14-54-12_PID21807 - _step__MAX","2025-05-04_14-54-12_PID21807 - cost_of_path","2025-05-04_14-54-12_PID21807 - cost_of_path__MIN","2025-05-04_14-54-12_PID21807 - cost_of_path__MAX"
"130.873539287","2574","2574","2574","4.42","4.42","4.42"
