"Relative Time (Process)","DQN5 - _step","DQN5 - _step__MIN","DQN5 - _step__MAX","DQN5 - rewards_per_sequence","DQN5 - rewards_per_sequence__MIN","DQN5 - rewards_per_sequence__MAX"
"9.264262676","4","4","4","0","0","0"
"17.536909393","233","233","233","-5.33","-5.33","-5.33"
"25.150583228","450","450","450","-3.65","-3.65","-3.65"
"32.45582393","670","670","670","-3.65","-3.65","-3.65"
"39.902094182","896","896","896","-3.65","-3.65","-3.65"
"47.418522558","1116","1116","1116","-3.65","-3.65","-3.65"
"54.830780767","1342","1342","1342","-3.65","-3.65","-3.65"
"62.318824679","1562","1562","1562","-3.65","-3.65","-3.65"
"69.745926654","1782","1782","1782","-3.65","-3.65","-3.65"
"77.335725606","2002","2002","2002","-3.65","-3.65","-3.65"
"84.939440785","2222","2222","2222","-3.65","-3.65","-3.65"
"92.383017235","2436","2436","2436","-3.65","-3.65","-3.65"
"99.914956974","2656","2656","2656","-3.65","-3.65","-3.65"
"107.392181848","2870","2870","2870","-3.65","-3.65","-3.65"
"114.857147034","3084","3084","3084","-3.65","-3.65","-3.65"
"122.513738544","3310","3310","3310","-3.65","-3.65","-3.65"
"129.94515347","3518","3518","3518","-3.65","-3.65","-3.65"
"137.421655666","3744","3744","3744","-3.65","-3.65","-3.65"
"145.318005134","3970","3970","3970","-3.65","-3.65","-3.65"
"153.043652856","4184","4184","4184","-3.65","-3.65","-3.65"
"160.871436129","4392","4392","4392","-3.65","-3.65","-3.65"
"168.818632864","4624","4624","4624","-3.65","-3.65","-3.65"
"176.378444827","4838","4838","4838","-3.65","-3.65","-3.65"
"184.286786894","5064","5064","5064","-3.65","-3.65","-3.65"
"191.946034199","5284","5284","5284","-3.65","-3.65","-3.65"
"199.4921464","5498","5498","5498","-3.65","-3.65","-3.65"
"207.454078295","5718","5718","5718","-3.65","-3.65","-3.65"
"215.409230996","5938","5938","5938","-3.65","-3.65","-3.65"
"223.042570917","6152","6152","6152","-3.65","-3.65","-3.65"
"230.916625948","6366","6366","6366","-3.65","-3.65","-3.65"
"238.856007639","6592","6592","6592","-3.65","-3.65","-3.65"
"246.767284414","6812","6812","6812","-3.65","-3.65","-3.65"
"254.564725184","7032","7032","7032","-3.65","-3.65","-3.65"
"262.382827754","7240","7240","7240","-3.65","-3.65","-3.65"
"270.358552843","7460","7460","7460","-3.65","-3.65","-3.65"
"278.391948027","7680","7680","7680","-3.65","-3.65","-3.65"
"286.372257216","7900","7900","7900","-3.65","-3.65","-3.65"
"294.282846687","8120","8120","8120","-3.65","-3.65","-3.65"
"301.997389512","8328","8328","8328","-3.65","-3.65","-3.65"
"309.850869839","8542","8542","8542","-3.65","-3.65","-3.65"
"317.906179275","8762","8762","8762","-3.65","-3.65","-3.65"
"326.027279368","8988","8988","8988","-3.65","-3.65","-3.65"
"333.999572307","9208","9208","9208","-3.65","-3.65","-3.65"
"341.874916123","9422","9422","9422","-3.65","-3.65","-3.65"
"349.957972756","9648","9648","9648","-3.65","-3.65","-3.65"
"358.24944142","9868","9868","9868","-3.65","-3.65","-3.65"
"366.390895999","10082","10082","10082","-3.65","-3.65","-3.65"
"374.830983275","10308","10308","10308","-3.65","-3.65","-3.65"
"382.916030385","10528","10528","10528","-3.65","-3.65","-3.65"
"390.836709246","10748","10748","10748","-3.65","-3.65","-3.65"
"399.307751649","10962","10962","10962","-3.65","-3.65","-3.65"
"407.431032251","11182","11182","11182","-3.65","-3.65","-3.65"
"415.671746051","11408","11408","11408","-3.65","-3.65","-3.65"
"423.829745982","11628","11628","11628","-3.65","-3.65","-3.65"
"431.997706808","11842","11842","11842","-3.65","-3.65","-3.65"
"440.314689645","12056","12056","12056","-3.65","-3.65","-3.65"
"448.480877476","12270","12270","12270","-3.65","-3.65","-3.65"
"456.866455963","12490","12490","12490","-3.65","-3.65","-3.65"
"465.31443271","12704","12704","12704","-3.65","-3.65","-3.65"
"473.826106105","12924","12924","12924","-3.65","-3.65","-3.65"
"482.134130667","13144","13144","13144","-3.65","-3.65","-3.65"
"490.451863909","13364","13364","13364","-3.65","-3.65","-3.65"
"498.86387219","13584","13584","13584","-3.65","-3.65","-3.65"
"507.32056084","13810","13810","13810","-3.65","-3.65","-3.65"
"515.422790676","14030","14030","14030","-3.65","-3.65","-3.65"
"523.476056546","14244","14244","14244","-3.65","-3.65","-3.65"
"531.834301713","14458","14458","14458","-3.65","-3.65","-3.65"
"540.256098507","14678","14678","14678","-3.65","-3.65","-3.65"
"548.346291427","14892","14892","14892","-3.65","-3.65","-3.65"
"556.822602003","15126","15126","15126","-3.62","-3.62","-3.62"
"565.133342062","15349","15349","15349","-5.22","-5.22","-5.22"
"573.445956285","15569","15569","15569","-5.22","-5.22","-5.22"
"581.817303409","15795","15795","15795","-3.62","-3.62","-3.62"
"590.375634396","16027","16027","16027","-3.62","-3.62","-3.62"
"598.773159495","16259","16259","16259","-3.62","-3.62","-3.62"
"607.347792006","16491","16491","16491","-3.62","-3.62","-3.62"
"615.828245294","16717","16717","16717","-3.62","-3.62","-3.62"
"624.362194628","16937","16937","16937","-3.62","-3.62","-3.62"
"632.864923165","17163","17163","17163","-3.62","-3.62","-3.62"
"641.234372615","17389","17389","17389","-3.62","-3.62","-3.62"
"649.777312953","17621","17621","17621","-3.62","-3.62","-3.62"
"658.23092902","17841","17841","17841","-3.62","-3.62","-3.62"
"666.766003935","18067","18067","18067","-3.62","-3.62","-3.62"
"675.272454906","18287","18287","18287","-3.62","-3.62","-3.62"
"683.894193846","18513","18513","18513","-3.62","-3.62","-3.62"
"692.778105899","18733","18733","18733","-3.62","-3.62","-3.62"
"701.227635595","18959","18959","18959","-3.62","-3.62","-3.62"
"709.876209043","19185","19185","19185","-3.62","-3.62","-3.62"
"718.750321899","19417","19417","19417","-3.62","-3.62","-3.62"
"727.554194343","19637","19637","19637","-3.62","-3.62","-3.62"
"736.231759634","19857","19857","19857","-3.62","-3.62","-3.62"
"745.056039973","20083","20083","20083","-3.62","-3.62","-3.62"
"753.782611668","20309","20309","20309","-3.62","-3.62","-3.62"
"762.777947682","20541","20541","20541","-3.62","-3.62","-3.62"
"771.697025978","20761","20761","20761","-3.62","-3.62","-3.62"
"780.379139767","20987","20987","20987","-3.62","-3.62","-3.62"
"789.221696185","21213","21213","21213","-3.62","-3.62","-3.62"
"798.072413591","21445","21445","21445","-3.62","-3.62","-3.62"
"807.064518127","21665","21665","21665","-3.62","-3.62","-3.62"
"816.281848385","21885","21885","21885","-3.62","-3.62","-3.62"
"825.355996054","22105","22105","22105","-3.62","-3.62","-3.62"
"834.262799149","22331","22331","22331","-3.62","-3.62","-3.62"
"843.058456446","22557","22557","22557","-3.62","-3.62","-3.62"
"851.754560547","22777","22777","22777","-3.62","-3.62","-3.62"
"860.7640268","23003","23003","23003","-3.62","-3.62","-3.62"
"869.768075814","23223","23223","23223","-3.62","-3.62","-3.62"
"878.645504585","23443","23443","23443","-3.65","-3.65","-3.65"
"887.714160609","23669","23669","23669","-3.62","-3.62","-3.62"
"896.736848095","23889","23889","23889","-3.65","-3.65","-3.65"
"905.75601307","24109","24109","24109","-3.65","-3.65","-3.65"
"914.682938105","24335","24335","24335","-3.65","-3.65","-3.65"
"923.681523529","24555","24555","24555","-3.65","-3.65","-3.65"
"932.782781787","24781","24781","24781","-3.62","-3.62","-3.62"
"942.015669995","25001","25001","25001","-3.62","-3.62","-3.62"
"950.867273279","25227","25227","25227","-3.62","-3.62","-3.62"
"959.762136872","25447","25447","25447","-3.65","-3.65","-3.65"
"968.995548587","25673","25673","25673","-3.62","-3.62","-3.62"
"978.231546872","25887","25887","25887","-3.62","-3.62","-3.62"
"987.341927073","26113","26113","26113","-3.62","-3.62","-3.62"
"996.514470519","26333","26333","26333","-3.62","-3.62","-3.62"
"1005.786368142","26565","26565","26565","-3.62","-3.62","-3.62"
"1014.810503503","26785","26785","26785","-3.62","-3.62","-3.62"
"1023.77617073","27005","27005","27005","-3.65","-3.65","-3.65"
"1032.735280517","27219","27219","27219","-3.65","-3.65","-3.65"
"1041.962097419","27445","27445","27445","-3.65","-3.65","-3.65"
"1051.469679822","27677","27677","27677","-3.62","-3.62","-3.62"
"1060.90498048","27897","27897","27897","-3.62","-3.62","-3.62"
"1070.228432405","28117","28117","28117","-3.62","-3.62","-3.62"
"1079.531653263","28331","28331","28331","-3.65","-3.65","-3.65"
"1088.775988683","28551","28551","28551","-3.65","-3.65","-3.65"
"1098.161999499","28777","28777","28777","-3.62","-3.62","-3.62"
"1107.637170349","29009","29009","29009","-3.62","-3.62","-3.62"
"1116.903979991","29229","29229","29229","-3.62","-3.62","-3.62"
"1126.152526873","29443","29443","29443","-3.62","-3.62","-3.62"
"1135.310095856","29675","29675","29675","-3.62","-3.62","-3.62"
"1144.67638283","29889","29889","29889","-3.65","-3.65","-3.65"
"1154.148089638","30115","30115","30115","-3.65","-3.65","-3.65"
"1163.673349042","30347","30347","30347","-3.62","-3.62","-3.62"
"1172.94689772","30567","30567","30567","-3.62","-3.62","-3.62"
"1182.644995648","30799","30799","30799","-3.62","-3.62","-3.62"
"1192.371894872","31025","31025","31025","-3.62","-3.62","-3.62"
"1201.704189848","31251","31251","31251","-3.62","-3.62","-3.62"
"1211.109772985","31471","31471","31471","-3.62","-3.62","-3.62"
"1220.509389384","31691","31691","31691","-3.62","-3.62","-3.62"
"1230.124591654","31911","31911","31911","-3.62","-3.62","-3.62"
"1239.597516095","32137","32137","32137","-3.62","-3.62","-3.62"
"1248.897033444","32363","32363","32363","-3.62","-3.62","-3.62"
"1258.236293313","32583","32583","32583","-3.62","-3.62","-3.62"
"1267.756017893","32803","32803","32803","-3.62","-3.62","-3.62"
"1277.147499339","33029","33029","33029","-3.62","-3.62","-3.62"
"1286.706025465","33255","33255","33255","-3.62","-3.62","-3.62"
"1296.372961655","33475","33475","33475","-3.62","-3.62","-3.62"
"1305.914795154","33695","33695","33695","-3.65","-3.65","-3.65"
"1315.396628412","33921","33921","33921","-3.62","-3.62","-3.62"
"1324.873176744","34141","34141","34141","-3.62","-3.62","-3.62"
"1334.432785057","34367","34367","34367","-3.62","-3.62","-3.62"
"1344.606214329","34593","34593","34593","-3.62","-3.62","-3.62"
"1354.387338871","34819","34819","34819","-3.62","-3.62","-3.62"
"1364.15498441","35045","35045","35045","-3.62","-3.62","-3.62"
"1374.341765837","35271","35271","35271","-3.62","-3.62","-3.62"
"1384.075506214","35497","35497","35497","-3.62","-3.62","-3.62"
"1393.551265301","35723","35723","35723","-3.62","-3.62","-3.62"
"1403.103300737","35949","35949","35949","-3.62","-3.62","-3.62"
"1412.960644891","36163","36163","36163","-3.62","-3.62","-3.62"
"1422.676331021","36383","36383","36383","-3.62","-3.62","-3.62"
"1432.375659807","36597","36597","36597","-3.62","-3.62","-3.62"
"1442.053207501","36817","36817","36817","-3.62","-3.62","-3.62"
"1451.86368167","37043","37043","37043","-3.62","-3.62","-3.62"
"1461.605502892","37269","37269","37269","-3.62","-3.62","-3.62"
"1471.183346043","37483","37483","37483","-3.62","-3.62","-3.62"
"1480.940089939","37709","37709","37709","-3.62","-3.62","-3.62"
"1490.526587648","37929","37929","37929","-3.62","-3.62","-3.62"
"1500.137204218","38155","38155","38155","-3.62","-3.62","-3.62"
"1509.886096578","38381","38381","38381","-3.62","-3.62","-3.62"
"1519.625602038","38607","38607","38607","-3.62","-3.62","-3.62"
"1529.524554006","38845","38845","38845","-3.62","-3.62","-3.62"
"1539.61443912","39071","39071","39071","-3.62","-3.62","-3.62"
"1549.591799598","39297","39297","39297","-3.62","-3.62","-3.62"
"1559.40744044","39517","39517","39517","-3.62","-3.62","-3.62"
"1569.500953675","39743","39743","39743","-3.62","-3.62","-3.62"
"1579.426016602","39963","39963","39963","-3.62","-3.62","-3.62"
"1589.585969265","40189","40189","40189","-3.62","-3.62","-3.62"
"1599.51598993","40409","40409","40409","-3.62","-3.62","-3.62"
"1609.555998823","40635","40635","40635","-3.62","-3.62","-3.62"
"1619.475958257","40855","40855","40855","-3.62","-3.62","-3.62"
"1629.395978931","41081","41081","41081","-3.62","-3.62","-3.62"
"1639.616013637","41301","41301","41301","-3.62","-3.62","-3.62"
"1650.037723641","41527","41527","41527","-3.62","-3.62","-3.62"
"1660.314098428","41747","41747","41747","-3.62","-3.62","-3.62"
"1670.491102386","41967","41967","41967","-3.62","-3.62","-3.62"
"1680.61267253","42193","42193","42193","-3.62","-3.62","-3.62"
"1690.773231616","42413","42413","42413","-3.62","-3.62","-3.62"
"1700.841099753","42639","42639","42639","-3.62","-3.62","-3.62"
"1711.076668852","42865","42865","42865","-3.62","-3.62","-3.62"
"1721.473281078","43091","43091","43091","-3.62","-3.62","-3.62"
"1731.880805685","43317","43317","43317","-3.62","-3.62","-3.62"
"1741.903373291","43543","43543","43543","-3.62","-3.62","-3.62"
"1751.927313327","43763","43763","43763","-3.62","-3.62","-3.62"
"1762.320839632","43983","43983","43983","-3.62","-3.62","-3.62"
"1773.006941957","44203","44203","44203","-3.62","-3.62","-3.62"
"1783.48368234","44429","44429","44429","-3.62","-3.62","-3.62"
"1793.964793838","44649","44649","44649","-3.62","-3.62","-3.62"
"1804.506859747","44875","44875","44875","-3.62","-3.62","-3.62"
"1814.974511217","45101","45101","45101","-3.62","-3.62","-3.62"
"1825.499934963","45321","45321","45321","-3.62","-3.62","-3.62"
"1835.942311059","45547","45547","45547","-3.62","-3.62","-3.62"
"1846.438958096","45767","45767","45767","-3.62","-3.62","-3.62"
"1856.990696557","45993","45993","45993","-3.62","-3.62","-3.62"
"1867.447257947","46213","46213","46213","-3.62","-3.62","-3.62"
"1877.982181627","46439","46439","46439","-3.62","-3.62","-3.62"
"1888.558222017","46671","46671","46671","-3.62","-3.62","-3.62"
"1899.02788488","46897","46897","46897","-3.62","-3.62","-3.62"
