"Relative Time (Process)","2025-05-04_14-08-08_PID17937 - _step","2025-05-04_14-08-08_PID17937 - _step__MIN","2025-05-04_14-08-08_PID17937 - _step__MAX","2025-05-04_14-08-08_PID17937 - cost_of_path","2025-05-04_14-08-08_PID17937 - cost_of_path__MIN","2025-05-04_14-08-08_PID17937 - cost_of_path__MAX"
"48.899911721","787","787","787","3.4699999999999998","3.4699999999999998","3.4699999999999998"
