"Relative Time (Process)","2025-05-04_14-47-08_PID15397 - _step","2025-05-04_14-47-08_PID15397 - _step__MIN","2025-05-04_14-47-08_PID15397 - _step__MAX","2025-05-04_14-47-08_PID15397 - cost_of_path","2025-05-04_14-47-08_PID15397 - cost_of_path__MIN","2025-05-04_14-47-08_PID15397 - cost_of_path__MAX"
"100.042874593","1976","1976","1976","3.87","3.87","3.87"
