"Relative Time (Process)","DQN_4seq_4 - _step","DQN_4seq_4 - _step__MIN","DQN_4seq_4 - _step__MAX","DQN_4seq_4 - env_steps_inside_sim","DQN_4seq_4 - env_steps_inside_sim__MIN","DQN_4seq_4 - env_steps_inside_sim__MAX"
"58.278149272","661","661","661","121","121","121"
"58.311365536","666","666","666","122","122","122"
"58.344874881","671","671","671","123","123","123"
"58.410626374","681","681","681","125","125","125"
"58.445425175","686","686","686","126","126","126"
"59.971949332","695","695","695","127","127","127"
"60.006949633","700","700","700","128","128","128"
"60.04065832","705","705","705","129","129","129"
"60.076134033","710","710","710","130","130","130"
"60.111917222","715","715","715","131","131","131"
"60.220712936","730","730","730","134","134","134"
"60.255006236","735","735","735","135","135","135"
"60.288837287","740","740","740","136","136","136"
"60.322924363","745","745","745","137","137","137"
"60.360159324","750","750","750","138","138","138"
"63.375006166","770","770","770","140","140","140"
"63.412068722","775","775","775","141","141","141"
"63.450233689","780","780","780","142","142","142"
"63.535237318","790","790","790","144","144","144"
"63.577421262","795","795","795","145","145","145"
"63.653899789","805","805","805","147","147","147"
"63.691810038","810","810","810","148","148","148"
"63.732152456","815","815","815","149","149","149"
"65.447443638","824","824","824","150","150","150"
"65.484949179","829","829","829","151","151","151"
"65.526635458","834","834","834","152","152","152"
"65.567093375","839","839","839","153","153","153"
"65.609064745","844","844","844","154","154","154"
"65.693086975","854","854","854","156","156","156"
"65.732747213","859","859","859","157","157","157"
"65.859903953","874","874","874","160","160","160"
"65.907434224","879","879","879","161","161","161"
"67.45494133","888","888","888","162","162","162"
"67.495211816","893","893","893","163","163","163"
"67.53893751","898","898","898","164","164","164"
"67.585277601","903","903","903","165","165","165"
"67.626992979","908","908","908","166","166","166"
"67.670400098","913","913","913","167","167","167"
"67.745559636","923","923","923","169","169","169"
"67.783927103","928","928","928","170","170","170"
"67.822653432","933","933","933","171","171","171"
"67.866735156","938","938","938","172","172","172"
"69.43780476","952","952","952","174","174","174"
"69.477414594","957","957","957","175","175","175"
"69.567497937","967","967","967","177","177","177"
"69.607036761","972","972","972","178","178","178"
"69.722261074","987","987","987","181","181","181"
"69.791284617","997","997","997","183","183","183"
"72.982510354","1022","1022","1022","186","186","186"
"73.017806874","1027","1027","1027","187","187","187"
"73.136702022","1042","1042","1042","190","190","190"
"73.288788664","1062","1062","1062","194","194","194"
"73.332775494","1067","1067","1067","195","195","195"
"74.999538922","1076","1076","1076","196","196","196"
"75.044330588","1081","1081","1081","197","197","197"
"75.078511081","1086","1086","1086","198","198","198"
"75.111948641","1091","1091","1091","199","199","199"
"75.146317915","1096","1096","1096","200","200","200"
"75.184769981","1101","1101","1101","201","201","201"
"75.222795904","1106","1106","1106","202","202","202"
"75.29192372","1116","1116","1116","204","204","204"
"75.325680132","1121","1121","1121","205","205","205"
"75.361778517","1126","1126","1126","206","206","206"
"75.405371211","1131","1131","1131","207","207","207"
"77.010538901","1150","1150","1150","210","210","210"
"77.045149325","1155","1155","1155","211","211","211"
"77.120107987","1165","1165","1165","213","213","213"
"77.15488669","1170","1170","1170","214","214","214"
"77.189175229","1175","1175","1175","215","215","215"
"77.223608561","1180","1180","1180","216","216","216"
"77.25869334","1185","1185","1185","217","217","217"
"77.294382797","1190","1190","1190","218","218","218"
"77.333006133","1195","1195","1195","219","219","219"
"78.878519689","1204","1204","1204","220","220","220"
"78.954635956","1214","1214","1214","222","222","222"
"78.992961833","1219","1219","1219","223","223","223"
"79.032629165","1224","1224","1224","224","224","224"
"79.156199026","1239","1239","1239","227","227","227"
"79.195271956","1244","1244","1244","228","228","228"
"79.275013924","1254","1254","1254","230","230","230"
"82.402444715","1274","1274","1274","232","232","232"
"82.447941099","1279","1279","1279","233","233","233"
"82.540403669","1289","1289","1289","235","235","235"
"82.593437451","1294","1294","1294","236","236","236"
"82.64093184","1299","1299","1299","237","237","237"
"82.686460233","1304","1304","1304","238","238","238"
"82.781297992","1314","1314","1314","240","240","240"
"82.824351734","1319","1319","1319","241","241","241"
"84.477642462","1327","1327","1327","242","242","242"
"84.596002268","1342","1342","1342","245","245","245"
"84.681241267","1352","1352","1352","247","247","247"
"84.719412557","1357","1357","1357","248","248","248"
"84.7580434","1362","1362","1362","249","249","249"
"84.797866394","1367","1367","1367","250","250","250"
"84.83577527","1372","1372","1372","251","251","251"
"86.482335929","1395","1395","1395","255","255","255"
"86.522709761","1400","1400","1400","256","256","256"
"86.560534941","1405","1405","1405","257","257","257"
"86.642275214","1415","1415","1415","259","259","259"
"86.720800141","1425","1425","1425","261","261","261"
"86.759460164","1430","1430","1430","262","262","262"
"86.797131406","1435","1435","1435","263","263","263"
"86.838736206","1440","1440","1440","264","264","264"
"88.481808817","1458","1458","1458","267","267","267"
"88.52341757","1463","1463","1463","268","268","268"
"88.562542218","1468","1468","1468","269","269","269"
"88.605449432","1473","1473","1473","270","270","270"
"88.643528511","1478","1478","1478","271","271","271"
"88.684846688","1483","1483","1483","272","272","272"
"88.763325009","1493","1493","1493","274","274","274"
"91.911176273","1518","1518","1518","277","277","277"
"91.949770539","1523","1523","1523","278","278","278"
"92.02780207","1533","1533","1533","280","280","280"
"92.069652679","1538","1538","1538","281","281","281"
"92.278639531","1563","1563","1563","286","286","286"
"93.872580806","1571","1571","1571","287","287","287"
"93.913595256","1576","1576","1576","288","288","288"
"93.993532731","1586","1586","1586","290","290","290"
"94.033297759","1591","1591","1591","291","291","291"
"94.077422527","1596","1596","1596","292","292","292"
"94.115014545","1601","1601","1601","293","293","293"
"94.232926838","1616","1616","1616","296","296","296"
"94.274747504","1621","1621","1621","297","297","297"
"94.336782243","1626","1626","1626","298","298","298"
"94.424147795","1631","1631","1631","299","299","299"
"96.111139109","1639","1639","1639","300","300","300"
"96.183589835","1649","1649","1649","302","302","302"
"96.221376229","1654","1654","1654","303","303","303"
"96.263866503","1659","1659","1659","304","304","304"
"96.306494351","1664","1664","1664","305","305","305"
"96.348842135","1669","1669","1669","306","306","306"
"96.384114138","1674","1674","1674","307","307","307"
"96.451265607","1684","1684","1684","309","309","309"
"96.485508884","1689","1689","1689","310","310","310"
"98.148832043","1702","1702","1702","312","312","312"
"98.222213688","1712","1712","1712","314","314","314"
"98.258888464","1717","1717","1717","315","315","315"
"98.337078521","1727","1727","1727","317","317","317"
"98.377343994","1732","1732","1732","318","318","318"
"98.414868859","1737","1737","1737","319","319","319"
"98.451933891","1742","1742","1742","320","320","320"
"98.491971351","1747","1747","1747","321","321","321"
"101.664142217","1762","1762","1762","322","322","322"
"101.705449499","1767","1767","1767","323","323","323"
"101.788087153","1777","1777","1777","325","325","325"
"101.955246284","1792","1792","1792","328","328","328"
"102.081968435","1807","1807","1807","331","331","331"
"102.129763287","1812","1812","1812","332","332","332"
"103.684951285","1820","1820","1820","333","333","333"
"103.718975742","1825","1825","1825","334","334","334"
"103.754875755","1830","1830","1830","335","335","335"
"103.787555165","1835","1835","1835","336","336","336"
"103.820879459","1840","1840","1840","337","337","337"
"103.857222776","1845","1845","1845","338","338","338"
"103.893456167","1850","1850","1850","339","339","339"
"103.927258485","1855","1855","1855","340","340","340"
"103.960886181","1860","1860","1860","341","341","341"
"103.99496082","1865","1865","1865","342","342","342"
"105.711089772","1888","1888","1888","346","346","346"
"105.792399994","1898","1898","1898","348","348","348"
"105.829264044","1903","1903","1903","349","349","349"
"105.996550532","1928","1928","1928","354","354","354"
"107.782263593","1941","1941","1941","356","356","356"
"107.820226404","1946","1946","1946","357","357","357"
"107.858037335","1951","1951","1951","358","358","358"
"107.896802874","1956","1956","1956","359","359","359"
"107.940415","1961","1961","1961","360","360","360"
"107.982355986","1966","1966","1966","361","361","361"
"108.128680991","1981","1981","1981","364","364","364"
"108.173783265","1986","1986","1986","365","365","365"
"108.219987932","1991","1991","1991","366","366","366"
"108.290960334","1996","1996","1996","367","367","367"
"108.360632181","2001","2001","2001","368","368","368"
"111.84695221","2016","2016","2016","369","369","369"
"111.894212039","2021","2021","2021","370","370","370"
"111.933117724","2026","2026","2026","371","371","371"
"111.968722395","2031","2031","2031","372","372","372"
"112.013368791","2036","2036","2036","373","373","373"
"112.097961961","2046","2046","2046","375","375","375"
"112.136113766","2051","2051","2051","376","376","376"
"112.268601616","2066","2066","2066","379","379","379"
"114.165020579","2084","2084","2084","382","382","382"
"114.20335686","2089","2089","2089","383","383","383"
"114.240892974","2094","2094","2094","384","384","384"
"114.319254973","2104","2104","2104","386","386","386"
"114.366609996","2109","2109","2109","387","387","387"
"114.492402011","2124","2124","2124","390","390","390"
"116.232676594","2137","2137","2137","392","392","392"
"116.336860253","2152","2152","2152","395","395","395"
"116.376981478","2157","2157","2157","396","396","396"
"116.414552323","2162","2162","2162","397","397","397"
"116.448041769","2167","2167","2167","398","398","398"
"116.481704722","2172","2172","2172","399","399","399"
"116.516113511","2177","2177","2177","400","400","400"
"116.588252516","2187","2187","2187","402","402","402"
"118.299921022","2195","2195","2195","403","403","403"
"118.341044271","2200","2200","2200","404","404","404"
"118.433707552","2210","2210","2210","406","406","406"
"118.561270623","2225","2225","2225","409","409","409"
"118.598431963","2230","2230","2230","410","410","410"
"118.635202587","2235","2235","2235","411","411","411"
"118.676960501","2240","2240","2240","412","412","412"
"118.759628611","2250","2250","2250","414","414","414"
"121.979720855","2265","2265","2265","415","415","415"
"122.08260998","2275","2275","2275","417","417","417"
"122.121936705","2280","2280","2280","418","418","418"
"122.221181155","2290","2290","2290","420","420","420"
"122.267832935","2295","2295","2295","421","421","421"
"122.354383513","2305","2305","2305","423","423","423"
"122.397790287","2310","2310","2310","424","424","424"
"122.442651304","2315","2315","2315","425","425","425"
"124.038237798","2323","2323","2323","426","426","426"
"124.112958351","2333","2333","2333","428","428","428"
"124.148491014","2338","2338","2338","429","429","429"
"124.185251198","2343","2343","2343","430","430","430"
"124.225135468","2348","2348","2348","431","431","431"
"124.302376208","2358","2358","2358","433","433","433"
"124.409809266","2373","2373","2373","436","436","436"
"126.180036694","2381","2381","2381","437","437","437"
"126.228139133","2386","2386","2386","438","438","438"
"126.386200491","2391","2391","2391","439","439","439"
"126.42377763","2396","2396","2396","440","440","440"
"126.467082459","2401","2401","2401","441","441","441"
"126.535206259","2406","2406","2406","442","442","442"
"126.585268676","2411","2411","2411","443","443","443"
"126.658951403","2416","2416","2416","444","444","444"
"126.719792206","2421","2421","2421","445","445","445"
"128.642717288","2454","2454","2454","451","451","451"
"128.682197694","2459","2459","2459","452","452","452"
"128.762240272","2469","2469","2469","454","454","454"
"128.839164495","2479","2479","2479","456","456","456"
"128.926594525","2489","2489","2489","458","458","458"
"132.164099218","2509","2509","2509","460","460","460"
"132.199764512","2514","2514","2514","461","461","461"
"132.27586927","2524","2524","2524","463","463","463"
"132.388002977","2539","2539","2539","466","466","466"
"132.421451438","2544","2544","2544","467","467","467"
"132.455076948","2549","2549","2549","468","468","468"
"132.489502212","2554","2554","2554","469","469","469"
"134.013016941","2562","2562","2562","470","470","470"
"134.045078419","2567","2567","2567","471","471","471"
"134.075591524","2572","2572","2572","472","472","472"
"134.106270878","2577","2577","2577","473","473","473"
"134.137603036","2582","2582","2582","474","474","474"
"134.170126969","2587","2587","2587","475","475","475"
"134.201045483","2592","2592","2592","476","476","476"
"134.232045066","2597","2597","2597","477","477","477"
"134.269671866","2602","2602","2602","478","478","478"
"134.304525071","2607","2607","2607","479","479","479"
"134.337426988","2612","2612","2612","480","480","480"
"135.98371486","2620","2620","2620","481","481","481"
"136.019886035","2625","2625","2625","482","482","482"
"136.05513226","2630","2630","2630","483","483","483"
"136.09047065","2635","2635","2635","484","484","484"
"136.304842301","2655","2655","2655","488","488","488"
"136.427630373","2670","2670","2670","491","491","491"
"138.392199002","2683","2683","2683","493","493","493"
"138.429386719","2688","2688","2688","494","494","494"
"138.467022959","2693","2693","2693","495","495","495"
"138.513303591","2698","2698","2698","496","496","496"
"138.555998182","2703","2703","2703","497","497","497"
"138.592750955","2708","2708","2708","498","498","498"
"138.679855906","2718","2718","2718","500","500","500"
"138.721382532","2723","2723","2723","501","501","501"
"138.756892274","2728","2728","2728","502","502","502"
"138.793546403","2733","2733","2733","503","503","503"
"142.002471109","2748","2748","2748","504","504","504"
"142.116962513","2763","2763","2763","507","507","507"
"142.15187778","2768","2768","2768","508","508","508"
"142.186125451","2773","2773","2773","509","509","509"
"142.220181239","2778","2778","2778","510","510","510"
"142.25462822","2783","2783","2783","511","511","511"
"142.287934907","2788","2788","2788","512","512","512"
"142.357413272","2798","2798","2798","514","514","514"
"144.027068974","2806","2806","2806","515","515","515"
"144.151718679","2821","2821","2821","518","518","518"
"144.262857218","2836","2836","2836","521","521","521"
"144.302758175","2841","2841","2841","522","522","522"
"144.337994105","2846","2846","2846","523","523","523"
"144.375129171","2851","2851","2851","524","524","524"
"146.150290785","2874","2874","2874","528","528","528"
"146.222272473","2884","2884","2884","530","530","530"
"146.297352448","2894","2894","2894","532","532","532"
"146.334577708","2899","2899","2899","533","533","533"
"146.373494537","2904","2904","2904","534","534","534"
"146.495766183","2919","2919","2919","537","537","537"
"146.536389193","2924","2924","2924","538","538","538"
"148.315067448","2947","2947","2947","542","542","542"
"148.346262904","2952","2952","2952","543","543","543"
"148.474304997","2972","2972","2972","547","547","547"
"148.507970637","2977","2977","2977","548","548","548"
"148.543471265","2982","2982","2982","549","549","549"
"151.630247371","3002","3002","3002","551","551","551"
"151.666399032","3007","3007","3007","552","552","552"
"151.700827367","3012","3012","3012","553","553","553"
"151.735826533","3017","3017","3017","554","554","554"
"151.892031051","3037","3037","3037","558","558","558"
"151.997178509","3047","3047","3047","560","560","560"
"153.773956283","3055","3055","3055","561","561","561"
"153.814629915","3060","3060","3060","562","562","562"
"153.854136816","3065","3065","3065","563","563","563"
"153.892734175","3070","3070","3070","564","564","564"
"153.931140419","3075","3075","3075","565","565","565"
"154.039325519","3090","3090","3090","568","568","568"
"154.074509593","3095","3095","3095","569","569","569"
"154.110974738","3100","3100","3100","570","570","570"
"154.158311362","3105","3105","3105","571","571","571"
"155.835221702","3118","3118","3118","573","573","573"
"155.868285789","3123","3123","3123","574","574","574"
"155.90173355","3128","3128","3128","575","575","575"
"155.934898728","3133","3133","3133","576","576","576"
"155.96790574","3138","3138","3138","577","577","577"
"156.00676301","3143","3143","3143","578","578","578"
"156.103501178","3158","3158","3158","581","581","581"
"156.136603783","3163","3163","3163","582","582","582"
"156.174580975","3168","3168","3168","583","583","583"
"156.208452631","3173","3173","3173","584","584","584"
"157.81373464","3181","3181","3181","585","585","585"
"157.848775646","3186","3186","3186","586","586","586"
"157.884452127","3191","3191","3191","587","587","587"
"157.920226988","3196","3196","3196","588","588","588"
"157.961577749","3201","3201","3201","589","589","589"
"157.996338847","3206","3206","3206","590","590","590"
"158.030956771","3211","3211","3211","591","591","591"
"158.098567689","3221","3221","3221","593","593","593"
"158.133726437","3226","3226","3226","594","594","594"
"158.169409743","3231","3231","3231","595","595","595"
"158.207778622","3236","3236","3236","596","596","596"
"161.404886867","3251","3251","3251","597","597","597"
"161.43645828","3256","3256","3256","598","598","598"
"161.499566299","3266","3266","3266","600","600","600"
"161.534611122","3271","3271","3271","601","601","601"
"161.569024342","3276","3276","3276","602","602","602"
"161.601509234","3281","3281","3281","603","603","603"
"161.665717794","3291","3291","3291","605","605","605"
"161.698137519","3296","3296","3296","606","606","606"
"161.731658218","3301","3301","3301","607","607","607"
"163.333295675","3309","3309","3309","608","608","608"
"163.369632735","3314","3314","3314","609","609","609"
"163.402484321","3319","3319","3319","610","610","610"
"163.4355397","3324","3324","3324","611","611","611"
"163.47081322","3329","3329","3329","612","612","612"
"163.539651161","3339","3339","3339","614","614","614"
"163.606775389","3349","3349","3349","616","616","616"
"163.677670894","3359","3359","3359","618","618","618"
"165.481471834","3383","3383","3383","622","622","622"
"165.590284533","3393","3393","3393","624","624","624"
"165.688698304","3403","3403","3403","626","626","626"
"165.73547015","3408","3408","3408","627","627","627"
"165.821877821","3418","3418","3418","629","629","629"
"167.655806332","3437","3437","3437","632","632","632"
"167.696473313","3442","3442","3442","633","633","633"
"167.814245253","3457","3457","3457","636","636","636"
"167.886749339","3467","3467","3467","638","638","638"
"167.956321307","3477","3477","3477","640","640","640"
"167.996018875","3482","3482","3482","641","641","641"
"168.041278574","3487","3487","3487","642","642","642"
"171.524841507","3502","3502","3502","643","643","643"
"171.597519187","3512","3512","3512","645","645","645"
"171.632870467","3517","3517","3517","646","646","646"
"171.674285826","3522","3522","3522","647","647","647"
"171.743946077","3532","3532","3532","649","649","649"
"171.813640921","3542","3542","3542","651","651","651"
"171.886964636","3552","3552","3552","653","653","653"
"173.58337681","3560","3560","3560","654","654","654"
"173.680026572","3570","3570","3570","656","656","656"
"173.725896138","3575","3575","3575","657","657","657"
"173.768315399","3580","3580","3580","658","658","658"
"173.851496485","3590","3590","3590","660","660","660"
"173.895119373","3595","3595","3595","661","661","661"
"173.935503334","3600","3600","3600","662","662","662"
"173.971904348","3605","3605","3605","663","663","663"
"174.065742498","3615","3615","3615","665","665","665"
"176.089637153","3623","3623","3623","666","666","666"
"176.151063571","3628","3628","3628","667","667","667"
"176.287763802","3638","3638","3638","669","669","669"
"176.32716598","3643","3643","3643","670","670","670"
"176.414223498","3653","3653","3653","672","672","672"
"176.463630372","3658","3658","3658","673","673","673"
"176.502880265","3663","3663","3663","674","674","674"
"176.577943042","3673","3673","3673","676","676","676"
"178.374092509","3686","3686","3686","678","678","678"
"178.41125544","3691","3691","3691","679","679","679"
"178.488714135","3701","3701","3701","681","681","681"
"178.561104827","3711","3711","3711","683","683","683"
"178.598105519","3716","3716","3716","684","684","684"
"178.676260622","3726","3726","3726","686","686","686"
"178.715182907","3731","3731","3731","687","687","687"
"178.752236715","3736","3736","3736","688","688","688"
"182.435572228","3756","3756","3756","690","690","690"
"182.543987392","3771","3771","3771","693","693","693"
"182.581393244","3776","3776","3776","694","694","694"
"182.616935786","3781","3781","3781","695","695","695"
"182.808239573","3806","3806","3806","700","700","700"
"182.857888819","3811","3811","3811","701","701","701"
"184.65048031","3824","3824","3824","703","703","703"
"184.886277187","3849","3849","3849","708","708","708"
"185.042254271","3854","3854","3854","709","709","709"
"185.085393291","3859","3859","3859","710","710","710"
"185.152756264","3869","3869","3869","712","712","712"
"186.78956123","3882","3882","3882","714","714","714"
"186.822272695","3887","3887","3887","715","715","715"
"186.887738675","3897","3897","3897","717","717","717"
"186.922906109","3902","3902","3902","718","718","718"
"186.956461634","3907","3907","3907","719","719","719"
"186.990456958","3912","3912","3912","720","720","720"
"187.086947008","3927","3927","3927","723","723","723"
"187.121432347","3932","3932","3932","724","724","724"
"188.745071643","3940","3940","3940","725","725","725"
"188.780935145","3945","3945","3945","726","726","726"
"188.818101342","3950","3950","3950","727","727","727"
"188.965335093","3970","3970","3970","731","731","731"
"189.002224294","3975","3975","3975","732","732","732"
"189.07406715","3985","3985","3985","734","734","734"
"189.110276396","3990","3990","3990","735","735","735"
"189.148635053","3995","3995","3995","736","736","736"
"192.51120718","4015","4015","4015","738","738","738"
"192.543809863","4020","4020","4020","739","739","739"
"192.645148122","4035","4035","4035","742","742","742"
"192.677302678","4040","4040","4040","743","743","743"
"192.709809498","4045","4045","4045","744","744","744"
"192.74115079","4050","4050","4050","745","745","745"
"192.805577775","4060","4060","4060","747","747","747"
"194.452712967","4078","4078","4078","750","750","750"
"194.543448494","4088","4088","4088","752","752","752"
"194.593231724","4093","4093","4093","753","753","753"
"194.639948521","4098","4098","4098","754","754","754"
"194.715024964","4108","4108","4108","756","756","756"
"194.746937494","4113","4113","4113","757","757","757"
"196.391897527","4131","4131","4131","760","760","760"
"196.428589154","4136","4136","4136","761","761","761"
"196.465376636","4141","4141","4141","762","762","762"
"196.503785938","4146","4146","4146","763","763","763"
"196.544031992","4151","4151","4151","764","764","764"
"196.58082311","4156","4156","4156","765","765","765"
"196.618016811","4161","4161","4161","766","766","766"
"196.657399602","4166","4166","4166","767","767","767"
"196.701474396","4171","4171","4171","768","768","768"
"196.737788446","4176","4176","4176","769","769","769"
"196.824648132","4186","4186","4186","771","771","771"
"198.512860642","4194","4194","4194","772","772","772"
"198.618960918","4209","4209","4209","775","775","775"
"198.658092318","4214","4214","4214","776","776","776"
"198.696393458","4219","4219","4219","777","777","777"
"198.771402718","4229","4229","4229","779","779","779"
"198.881027592","4244","4244","4244","782","782","782"
"198.921200943","4249","4249","4249","783","783","783"
"202.17331827","4269","4269","4269","785","785","785"
"202.292535299","4284","4284","4284","788","788","788"
"202.331661674","4289","4289","4289","789","789","789"
"202.369997235","4294","4294","4294","790","790","790"
"202.48953042","4309","4309","4309","793","793","793"
"202.533490365","4314","4314","4314","794","794","794"
"204.290602277","4322","4322","4322","795","795","795"
"204.451669935","4342","4342","4342","799","799","799"
"204.491072097","4347","4347","4347","800","800","800"
"204.529701938","4352","4352","4352","801","801","801"
"204.649318586","4367","4367","4367","804","804","804"
"204.688375489","4372","4372","4372","805","805","805"
"206.48236999","4395","4395","4395","809","809","809"
"206.565610724","4405","4405","4405","811","811","811"
"206.643176011","4415","4415","4415","813","813","813"
"206.681923342","4420","4420","4420","814","814","814"
"206.722534874","4425","4425","4425","815","815","815"
"206.762663164","4430","4430","4430","816","816","816"
"208.453743521","4443","4443","4443","818","818","818"
"208.494927197","4448","4448","4448","819","819","819"
"208.579787659","4458","4458","4458","821","821","821"
"208.619601058","4463","4463","4463","822","822","822"
"208.657002568","4468","4468","4468","823","823","823"
"208.696500511","4473","4473","4473","824","824","824"
"208.737768617","4478","4478","4478","825","825","825"
"208.77528398","4483","4483","4483","826","826","826"
"208.818502888","4488","4488","4488","827","827","827"
"212.073873581","4513","4513","4513","830","830","830"
"212.156691004","4523","4523","4523","832","832","832"
"212.200157609","4528","4528","4528","833","833","833"
"212.237859092","4533","4533","4533","834","834","834"
"212.276556826","4538","4538","4538","835","835","835"
"212.31415956","4543","4543","4543","836","836","836"
"212.352322995","4548","4548","4548","837","837","837"
"212.432036449","4558","4558","4558","839","839","839"
"214.081591888","4566","4566","4566","840","840","840"
"214.119395348","4571","4571","4571","841","841","841"
"214.277890689","4591","4591","4591","845","845","845"
"214.31575625","4596","4596","4596","846","846","846"
"214.3911748","4606","4606","4606","848","848","848"
"214.472181321","4616","4616","4616","850","850","850"
"216.185874872","4629","4629","4629","852","852","852"
"216.219404145","4634","4634","4634","853","853","853"
"216.251418728","4639","4639","4639","854","854","854"
"216.284896484","4644","4644","4644","855","855","855"
"216.320013157","4649","4649","4649","856","856","856"
"216.414895767","4664","4664","4664","859","859","859"
"216.446386179","4669","4669","4669","860","860","860"
"216.479470557","4674","4674","4674","861","861","861"
"218.070167464","4682","4682","4682","862","862","862"
"218.136233439","4692","4692","4692","864","864","864"
"218.167725282","4697","4697","4697","865","865","865"
"218.200768381","4702","4702","4702","866","866","866"
"218.23420011299999","4707","4707","4707","867","867","867"
"218.266416531","4712","4712","4712","868","868","868"
"218.3302495","4722","4722","4722","870","870","870"
"218.395334596","4732","4732","4732","872","872","872"
"221.485549509","4752","4752","4752","874","874","874"
"221.56184632","4762","4762","4762","876","876","876"
"221.601223868","4767","4767","4767","877","877","877"
"221.641341938","4772","4772","4772","878","878","878"
"221.681266111","4777","4777","4777","879","879","879"
"221.758323236","4787","4787","4787","881","881","881"
"221.795191759","4792","4792","4792","882","882","882"
"221.833614938","4797","4797","4797","883","883","883"
"223.565772797","4815","4815","4815","886","886","886"
"223.65299962","4825","4825","4825","888","888","888"
"223.692565469","4830","4830","4830","889","889","889"
"223.733953174","4835","4835","4835","890","890","890"
"223.808701486","4845","4845","4845","892","892","892"
"223.936581604","4860","4860","4860","895","895","895"
"225.600401515","4868","4868","4868","896","896","896"
"225.638412692","4873","4873","4873","897","897","897"
"225.675745174","4878","4878","4878","898","898","898"
"225.717859725","4883","4883","4883","899","899","899"
"225.758370508","4888","4888","4888","900","900","900"
"225.796608179","4893","4893","4893","901","901","901"
"225.83465544","4898","4898","4898","902","902","902"
"225.910725485","4908","4908","4908","904","904","904"
"225.951998653","4913","4913","4913","905","905","905"
"227.765414785","4931","4931","4931","908","908","908"
"227.804149991","4936","4936","4936","909","909","909"
