"Relative Time (Process)","2025-05-04_13-53-52_PID3691 - _step","2025-05-04_13-53-52_PID3691 - _step__MIN","2025-05-04_13-53-52_PID3691 - _step__MAX","2025-05-04_13-53-52_PID3691 - cost_of_path","2025-05-04_13-53-52_PID3691 - cost_of_path__MIN","2025-05-04_13-53-52_PID3691 - cost_of_path__MAX"
"111.439608758","2295","2295","2295","4.17","4.17","4.17"
