"Relative Time (Process)","DQN3 - _step","DQN3 - _step__MIN","DQN3 - _step__MAX","DQN3 - rewards_per_sequence","DQN3 - rewards_per_sequence__MIN","DQN3 - rewards_per_sequence__MAX"
"13.186836969","4","4","4","0","0","0"
"21.784771341","221","221","221","-5.07","-5.07","-5.07"
"29.501592687","438","438","438","-4.09","-4.09","-4.09"
"36.575002401","661","661","661","-5.05","-5.05","-5.05"
"44.269980523","869","869","869","-5.05","-5.05","-5.05"
"52.44138346","1095","1095","1095","-5.05","-5.05","-5.05"
"60.20049116","1323","1323","1323","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"67.928506694","1549","1549","1549","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"75.241881913","1769","1769","1769","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"82.923335155","1989","1989","1989","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"90.608615028","2221","2221","2221","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"98.011787775","2447","2447","2447","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"105.768357594","2673","2673","2673","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"113.70616661","2899","2899","2899","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"121.802629918","3125","3125","3125","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"129.851052764","3351","3351","3351","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"138.176645479","3577","3577","3577","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"145.882760428","3803","3803","3803","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"153.858656776","4023","4023","4023","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"162.231030567","4249","4249","4249","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"170.322405874","4475","4475","4475","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"178.755417671","4701","4701","4701","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"187.149542247","4927","4927","4927","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"194.867190762","5147","5147","5147","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"202.96104455","5379","5379","5379","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"210.778464209","5599","5599","5599","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"218.599782824","5825","5825","5825","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"226.551393767","6051","6051","6051","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"235.058570019","6271","6271","6271","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"242.928649244","6491","6491","6491","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"250.94783743","6717","6717","6717","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"258.524526279","6931","6931","6931","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"267.498463469","7157","7157","7157","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"276.145474865","7377","7377","7377","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"284.840084528","7603","7603","7603","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"293.491080583","7835","7835","7835","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"301.60965144","8061","8061","8061","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"309.975875741","8287","8287","8287","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"318.225569947","8513","8513","8513","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"326.589507996","8739","8739","8739","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"334.807627263","8965","8965","8965","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"343.341008084","9197","9197","9197","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"351.577927062","9417","9417","9417","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"359.808676873","9643","9643","9643","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"368.424786831","9877","9877","9877","-5.1899999999999995","-5.1899999999999995","-5.1899999999999995"
"377.096506967","10103","10103","10103","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"385.40507374","10317","10317","10317","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"394.115007645","10543","10543","10543","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"402.719831039","10763","10763","10763","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"411.084960416","10989","10989","10989","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"419.703130891","11215","11215","11215","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
"428.160737869","11435","11435","11435","-4.3100000000000005","-4.3100000000000005","-4.3100000000000005"
